Cuenca o Litoral;Grupo de especie;Formato;Especie;Nombre más común de la especie;Forma de presentación;Cantidad de subregistros;Confirmación
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Entero;102;
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Entero enhielado;42;
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Entero fresco;418;
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Eviscerado;51;
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Eviscerado enhielado;9;
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Eviscerado fresco;2;
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Salpreso;2;
Atrato;Peces;PezOseo;Leporinus striatus;Rollizo rayado;Entero fresco;74;
Atrato;Peces;PezOseo;Leporinus striatus;Rollizo rayado;Eviscerado fresco;1;
Atrato;Peces;PezOseo;Lutjanus analis;Pargo palmero;Entero;2;
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Entero;207;
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Entero enhielado;257;
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Entero fresco;5777;
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Eviscerado;87;
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Eviscerado enhielado;36;
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Eviscerado fresco;5;
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Salpreso;5;
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Seco salado;4;
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Entero;15;
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Eviscerado;36;
Atrato;Peces;PezOseo;Mesoheros atromaculatus;Pochoa;Entero fresco;45;
Atrato;Peces;PezOseo;Mesoheros atromaculatus;Pochoa;Eviscerado fresco;1;
Atrato;Peces;PezOseo;Micropogonias furnieri;Corvina rayada;Entero;2;
Atrato;Peces;PezOseo;Micropogonias furnieri;Corvina rayada;Eviscerado;1;
Atrato;Peces;PezOseo;Mugil incilis;Lisa rayada;Entero;23;
Atrato;Peces;PezOseo;Mugil incilis;Lisa rayada;Eviscerado;20;
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Entero;19;
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Entero enhielado;10;
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Entero fresco;26;
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Eviscerado;12;
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Eviscerado enhielado;2;
Atrato;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Entero fresco;9;
Atrato;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Eviscerado enhielado;1;
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Entero;20;
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Entero enhielado;2;
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Entero fresco;1211;
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Eviscerado;4;
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Eviscerado enhielado;1;
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Eviscerado fresco;63;
Atrato;Peces;PezOseo;Pimelodus sp. 2;Gunguma;Entero fresco;146;
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Entero;2099;
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Entero enhielado;628;
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Entero fresco;14644;
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Eviscerado;1181;
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Eviscerado enhielado;820;
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Eviscerado fresco;18;
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Filete;1;
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Salpreso;65;
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Seco salado;53;
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Entero;24;
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Entero enhielado;4;
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Entero fresco;177;
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Eviscerado;5;
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Eviscerado enhielado;24;
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Eviscerado fresco;2;
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Entero;9;
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Entero enhielado;6;
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Entero fresco;1293;
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Eviscerado;10;
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Eviscerado enhielado;6;
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Eviscerado fresco;5;
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Entero;2;
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Entero enhielado;32;
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Entero fresco;2401;
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Eviscerado;1;
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Eviscerado enhielado;51;
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Eviscerado fresco;28;
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Filete;1;
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Salpreso;4;
Atrato;Peces;PezOseo;Rhonciscus crocro;Comegrano;Entero;2;
Atrato;Peces;PezOseo;Rhonciscus crocro;Comegrano;Eviscerado;2;
Atrato;Peces;PezOseo;Sciades proops;Chivo mozo;Entero;219;
Atrato;Peces;PezOseo;Sciades proops;Chivo mozo;Entero fresco;1;
Atrato;Peces;PezOseo;Sciades proops;Chivo mozo;Eviscerado;81;
Atrato;Peces;PezOseo;Sciades proops;Chivo mozo;Eviscerado enhielado;3;
Atrato;Peces;PezOseo;Selene vomer;Caracaballo, jorobado de penacho;Entero;2;
Atrato;Peces;PezOseo;Spatuloricaria atratoensis;Guacuco palo;Entero fresco;20;
Atrato;Peces;PezOseo;Spatuloricaria atratoensis;Guacuco palo;Eviscerado fresco;1;
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Entero;159;
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Entero enhielado;47;
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Entero fresco;1367;
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Eviscerado;73;
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Eviscerado enhielado;61;
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Eviscerado fresco;2;
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Salpreso;1;
Atrato;Peces;PezOseo;Sturisomatichthys panamensis;Palito pitero, Alcalde chuzo, Raspacanoa, Policía;Entero;1;
Atrato;Peces;PezOseo;Sturisomatichthys panamensis;Palito pitero, Alcalde chuzo, Raspacanoa, Policía;Entero fresco;814;
Atrato;Peces;PezOseo;Sturisomatichthys tamanae;Guacuco;Entero fresco;5;
Atrato;Peces;PezOseo;Trachelyopterus fisheri;Perico;Entero fresco;22;
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Entero enhielado;8;
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Entero fresco;5;
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Eviscerado enhielado;2311;
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Eviscerado fresco;76;
Magdalena;Peces;PezOseo;Apteronotus magdalenensis;Boca de perro o mayupa;Eviscerado enhielado;2;
Magdalena;Peces;PezOseo;Astyanax magdalenae;Sardina;Eviscerado enhielado;1;
Magdalena;Peces;PezOseo;Brycon amazonicus;Sábalo;Eviscerado enhielado;25;
Magdalena;Peces;PezOseo;Brycon moorei;Dorada;Entero enhielado;137;
Magdalena;Peces;PezOseo;Brycon moorei;Dorada;Entero fresco;816;
Magdalena;Peces;PezOseo;Brycon moorei;Dorada;Eviscerado enhielado;1020;
Magdalena;Peces;PezOseo;Brycon moorei;Dorada;Eviscerado fresco;831;
Magdalena;Peces;PezOseo;Brycon rubricauda;Sábalo;Eviscerado enhielado;5;
Magdalena;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Entero enhielado;94;
Magdalena;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Eviscerado enhielado;134;
Magdalena;Peces;PezOseo;Chaetostoma brevilabiatum;Cucha jetona;Entero enhielado;3;
Magdalena;Peces;PezOseo;Chaetostoma brevilabiatum;Cucha jetona;Entero fresco;1071;
Magdalena;Peces;PezOseo;Chaetostoma brevilabiatum;Cucha jetona;Eviscerado enhielado;16;
Magdalena;Peces;PezOseo;Chaetostoma brevilabiatum;Cucha jetona;Eviscerado fresco;5;
Magdalena;Peces;PezOseo;Chaetostoma milesi;Cucha pecosa;Entero fresco;116;
Magdalena;Peces;PezOseo;Chaetostoma milesi;Cucha pecosa;Eviscerado enhielado;1;
Magdalena;Peces;PezOseo;Chaetostoma spp.;Albina;Entero fresco;1;
Magdalena;Peces;PezOseo;Chaetostoma thomsoni;Corroncho rayado;Eviscerado enhielado;2;
Magdalena;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero enhielado;3;
Magdalena;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero fresco;8;
Magdalena;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado enhielado;203;
Magdalena;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado fresco;18;
Magdalena;Peces;PezOseo;Curimata mivartii;Vizcaína;Entero enhielado;451;
Magdalena;Peces;PezOseo;Curimata mivartii;Vizcaína;Entero fresco;22;
Magdalena;Peces;PezOseo;Curimata mivartii;Vizcaína;Eviscerado enhielado;882;
Magdalena;Peces;PezOseo;Curimata mivartii;Vizcaína;Eviscerado fresco;129;
Magdalena;Peces;PezOseo;Cynopotamus magdalenae;Chango;Entero enhielado;112;
Magdalena;Peces;PezOseo;Cynopotamus magdalenae;Chango;Entero fresco;39;
Magdalena;Peces;PezOseo;Cynopotamus magdalenae;Chango;Eviscerado enhielado;290;
Magdalena;Peces;PezOseo;Cynopotamus magdalenae;Chango;Eviscerado fresco;25;
Magdalena;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Entero enhielado;3;
Magdalena;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Eviscerado enhielado;27;
Magdalena;Peces;PezOseo;Dasyloricaria filamentosa;Raspacanoa;Entero fresco;6;
Magdalena;Peces;PezOseo;Dasyloricaria filamentosa;Raspacanoa;Eviscerado enhielado;6;
Magdalena;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero enhielado;90;
Magdalena;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero fresco;3;
Magdalena;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado enhielado;341;
Magdalena;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado fresco;12;
Magdalena;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Entero enhielado;13;
Magdalena;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Entero fresco;101;
Magdalena;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Eviscerado enhielado;79;
Magdalena;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Eviscerado fresco;8;
Magdalena;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Entero fresco;988;
Magdalena;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Eviscerado enhielado;6;
Magdalena;Peces;PezOseo;Hypostomus sp. 1;Hypostomo;Eviscerado enhielado;2;
Magdalena;Peces;PezOseo;Hypostomus sp. 2;Coroncoro;Entero enhielado;25;
Magdalena;Peces;PezOseo;Hypostomus sp. 2;Coroncoro;Eviscerado enhielado;110;
Magdalena;Peces;PezOseo;Hypostomus sp. 2;Coroncoro;Eviscerado fresco;2;
Magdalena;Peces;PezOseo;Ichthyoelephas longirostris;Pataló;Entero enhielado;44;
Magdalena;Peces;PezOseo;Ichthyoelephas longirostris;Pataló;Entero fresco;437;
Magdalena;Peces;PezOseo;Ichthyoelephas longirostris;Pataló;Eviscerado enhielado;660;
Magdalena;Peces;PezOseo;Ichthyoelephas longirostris;Pataló;Eviscerado fresco;50;
Magdalena;Peces;PezOseo;Isorineloricaria tenuicauda;Zapatero;Entero enhielado;26;
Magdalena;Peces;PezOseo;Isorineloricaria tenuicauda;Zapatero;Entero fresco;317;
Magdalena;Peces;PezOseo;Isorineloricaria tenuicauda;Zapatero;Eviscerado enhielado;135;
Magdalena;Peces;PezOseo;Isorineloricaria tenuicauda;Zapatero;Eviscerado fresco;132;
Magdalena;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Entero fresco;2;
Magdalena;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Eviscerado enhielado;52;
Magdalena;Peces;PezOseo;Lasiancistrus caucanus;Boca manteca boca pelúa;Entero fresco;66;
Magdalena;Peces;PezOseo;Lasiancistrus caucanus;Boca manteca boca pelúa;Eviscerado enhielado;1;
Magdalena;Peces;PezOseo;Leporellus vittatus;Corunta;Eviscerado enhielado;24;
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Entero enhielado;598;
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Entero fresco;68;
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Eviscerado enhielado;2681;
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Eviscerado fresco;852;
Magdalena;Peces;PezOseo;Megalops atlanticus;Sábalo;Eviscerado enhielado;2;
Magdalena;Peces;PezOseo;Notarius bonillai;Bagre de rio;Eviscerado enhielado;1;
Magdalena;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Entero enhielado;8;
Magdalena;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Eviscerado enhielado;431;
Magdalena;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Eviscerado fresco;44;
Magdalena;Peces;PezOseo;Oreochromis spp.;Mojarra roja, Tilapia;Eviscerado enhielado;10;
Magdalena;Peces;PezOseo;Panaque cochliodon;Coroncoro;Entero enhielado;10;
Magdalena;Peces;PezOseo;Panaque cochliodon;Coroncoro;Entero fresco;40;
Magdalena;Peces;PezOseo;Panaque cochliodon;Coroncoro;Eviscerado enhielado;209;
Magdalena;Peces;PezOseo;Panaque cochliodon;Coroncoro;Eviscerado fresco;59;
Magdalena;Peces;PezOseo;Pangasianodon hypophthalmus;Basa;Entero enhielado;1;
Magdalena;Peces;PezOseo;Pangasianodon hypophthalmus;Basa;Entero fresco;1;
Magdalena;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Entero enhielado;24;
Magdalena;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Entero fresco;211;
Magdalena;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Eviscerado enhielado;156;
Magdalena;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Eviscerado fresco;134;
Magdalena;Peces;PezOseo;Pimelodus grosskopfii;Capaz;Entero enhielado;907;
Magdalena;Peces;PezOseo;Pimelodus grosskopfii;Capaz;Entero fresco;5823;
Magdalena;Peces;PezOseo;Pimelodus grosskopfii;Capaz;Eviscerado enhielado;2135;
Magdalena;Peces;PezOseo;Pimelodus grosskopfii;Capaz;Eviscerado fresco;7699;
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Entero enhielado;1229;
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Entero fresco;4230;
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Eviscerado congelado;1;
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Eviscerado enhielado;1006;
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Eviscerado fresco;3073;
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Entero enhielado;18;
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Entero fresco;1;
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Eviscerado enhielado;859;
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Eviscerado fresco;24;
Magdalena;Rayas;Tiburon/Raya;Potamotrygon magdalenae;Raya;Eviscerado enhielado;8;
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Entero enhielado;6730;
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Entero fresco;1165;
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Eviscerado congelado;1;
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Eviscerado enhielado;15120;
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Eviscerado fresco;6855;
Magdalena;Peces;PezOseo;Pseudopimelodus atricaudus;Pejesapo;Entero enhielado;4;
Magdalena;Peces;PezOseo;Pseudopimelodus atricaudus;Pejesapo;Entero fresco;48;
Magdalena;Peces;PezOseo;Pseudopimelodus atricaudus;Pejesapo;Eviscerado enhielado;26;
Magdalena;Peces;PezOseo;Pseudopimelodus atricaudus;Pejesapo;Eviscerado fresco;2;
Magdalena;Peces;PezOseo;Pseudopimelodus magnus;Tucunare;Entero fresco;997;
Magdalena;Peces;PezOseo;Pseudopimelodus magnus;Tucunare;Eviscerado enhielado;28;
Magdalena;Peces;PezOseo;Pseudopimelodus magnus;Tucunare;Eviscerado fresco;31;
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Entero enhielado;280;
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Entero fresco;1204;
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Eviscerado enhielado;9861;
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Eviscerado fresco;3889;
Magdalena;Peces;PezOseo;Pterygoplichthys undecimalis;Coroncoro;Entero enhielado;15;
Magdalena;Peces;PezOseo;Pterygoplichthys undecimalis;Coroncoro;Entero fresco;3;
Magdalena;Peces;PezOseo;Pterygoplichthys undecimalis;Coroncoro;Eviscerado enhielado;12;
Magdalena;Peces;PezOseo;Pterygoplichthys undecimalis;Coroncoro;Eviscerado fresco;1;
Magdalena;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Entero enhielado;1;
Magdalena;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Entero fresco;1;
Magdalena;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Eviscerado enhielado;13;
Magdalena;Peces;PezOseo;Salminus affinis;Picúa;Entero enhielado;103;
Magdalena;Peces;PezOseo;Salminus affinis;Picúa;Entero fresco;346;
Magdalena;Peces;PezOseo;Salminus affinis;Picúa;Eviscerado enhielado;520;
Magdalena;Peces;PezOseo;Salminus affinis;Picúa;Eviscerado fresco;207;
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Entero enhielado;149;
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Entero fresco;2146;
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Eviscerado congelado;1;
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Eviscerado enhielado;8831;
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Eviscerado fresco;3115;
Magdalena;Peces;PezOseo;Spatuloricaria fimbriata;Caitolé;Eviscerado enhielado;1;
Magdalena;Peces;PezOseo;Spatuloricaria gymnogaster;Zapatero;Entero enhielado;2;
Magdalena;Peces;PezOseo;Spatuloricaria gymnogaster;Zapatero;Entero fresco;23;
Magdalena;Peces;PezOseo;Spatuloricaria gymnogaster;Zapatero;Eviscerado enhielado;424;
Magdalena;Peces;PezOseo;Spatuloricaria gymnogaster;Zapatero;Eviscerado fresco;4;
Magdalena;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Entero enhielado;107;
Magdalena;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Entero fresco;399;
Magdalena;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Eviscerado enhielado;514;
Magdalena;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Eviscerado fresco;110;
Magdalena;Peces;PezOseo;Trichopodus pectoralis;Barbona;Entero enhielado;5;
Magdalena;Peces;PezOseo;Triportheus magdalenae;Arenca;Entero enhielado;233;
Magdalena;Peces;PezOseo;Triportheus magdalenae;Arenca;Entero fresco;5;
Magdalena;Peces;PezOseo;Triportheus magdalenae;Arenca;Eviscerado enhielado;221;
Magdalena;Peces;PezOseo;Triportheus magdalenae;Arenca;Eviscerado fresco;5;
Orinoquía;Peces;PezOseo;Acestrorhynchus microlepis;Agujeta;Entero fresco;10;
Orinoquía;Peces;PezOseo;Acestrorhynchus microlepis;Agujeta;Eviscerado fresco;22;
Orinoquía;Peces;PezOseo;Aequidens metae;Viejita;Entero fresco;1;
Orinoquía;Peces;PezOseo;Aequidens tetramerus;Viejita;Entero fresco;3;
Orinoquía;Peces;PezOseo;Aequidens tetramerus;Viejita;Eviscerado fresco;3;
Orinoquía;Peces;PezOseo;Ageneiosus dentatus;Gato macho;Eviscerado fresco;4;
Orinoquía;Peces;PezOseo;Ageneiosus spp.;Doncella;Eviscerado fresco;7;
Orinoquía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Entero;4;
Orinoquía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Entero fresco;85;
Orinoquía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Eviscerado;122;
Orinoquía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Eviscerado congelado;67;
Orinoquía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Eviscerado enhielado;495;
Orinoquía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Eviscerado fresco;510;
Orinoquía;Peces;PezOseo;Anodus orinocensis;Saltón;Entero fresco;28;
Orinoquía;Peces;PezOseo;Anodus orinocensis;Saltón;Eviscerado fresco;27;
Orinoquía;Peces;PezOseo;Aphanotorulus ammophilus;Afanotorulo;Eviscerado enhielado;2;
Orinoquía;Peces;PezOseo;Aphanotorulus ammophilus;Afanotorulo;Eviscerado fresco;4;
Orinoquía;Peces;PezOseo;Aphanotorulus emarginatus;Cucha amarilla;Entero;2;
Orinoquía;Peces;PezOseo;Aphanotorulus emarginatus;Cucha amarilla;Entero fresco;10;
Orinoquía;Peces;PezOseo;Aphanotorulus emarginatus;Cucha amarilla;Eviscerado congelado;3;
Orinoquía;Peces;PezOseo;Aphanotorulus emarginatus;Cucha amarilla;Eviscerado enhielado;31;
Orinoquía;Peces;PezOseo;Aphanotorulus emarginatus;Cucha amarilla;Eviscerado fresco;10;
Orinoquía;Peces;PezOseo;Arapaima gigas;Pirarucú;Eviscerado enhielado;3;
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Entero enhielado;3;
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Entero fresco;130;
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Eviscerado;19;
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Eviscerado congelado;2;
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Eviscerado enhielado;33;
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Eviscerado fresco;131;
Orinoquía;Peces;PezOseo;Boulengerella cuvieri;Agujeto;Entero fresco;1;
Orinoquía;Peces;PezOseo;Boulengerella cuvieri;Agujeto;Eviscerado enhielado;2;
Orinoquía;Peces;PezOseo;Boulengerella cuvieri;Agujeto;Eviscerado fresco;3;
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Descabezado;1;
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Eviscerado;24;
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Eviscerado congelado;108;
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Eviscerado enhielado;162;
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Eviscerado fresco;80;
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Seco salado;7;
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Descabezado;2;
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Entero fresco;10;
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Eviscerado;253;
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Eviscerado congelado;88;
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Eviscerado enhielado;549;
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Eviscerado fresco;414;
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Seco salado;7;
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Descabezado;2;
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Entero fresco;6;
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Eviscerado;298;
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Eviscerado con gónada;1;
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Eviscerado congelado;266;
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Eviscerado enhielado;1679;
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Eviscerado fresco;1101;
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Seco salado;12;
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Descabezado;13;
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Entero fresco;19;
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Eviscerado;395;
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Eviscerado con gónada;1;
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Eviscerado congelado;408;
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Eviscerado enhielado;931;
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Eviscerado fresco;764;
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Seco salado;11;
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Descabezado;2;
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Entero;7;
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Entero fresco;54;
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Eviscerado;128;
