SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat_Hist;Cuartil_sup_Precio_Esp_Cat_Hist
La Casa del Pescador_Sciades dowii_Grande;9850;12000
Bazán_Hyporthodus acanthistius_Varios tamaños;12000;13000
Bazán_Bagre pinnimaculatus_Varios tamaños;7000;8000
Pesqueras - Pueblo Nuevo_Centropomus viridis_Revuelto;24000;24000
Bazán_Menticirrhus spp._Mediano;8000;8000
Puente Pindo_Eucinostomus dowii_Grande;9000;9000
Muelle La Esmeralda_Mylossoma albiscopum_Revuelto;5000;5900
Muelle Hong Kong_Hydrolycus armatus_Revuelto;5000;10000
Muelle Hong Kong_Oxydoras niger_Revuelto;5000;6000
Muelle La Esmeralda_Brycon amazonicus_Revuelto;13300;15350
Puente Pindo_Larimus argenteus_Pequeño;6000;6000
Puente Pindo_Mugil cephalus_Extragrande;7100;8900
Puente Pindo_Centropomus medius_Extragrande;9000;9000
Puente Pindo_Haemulopsis elongatus_Extragrande;7000;7000
Puente Pindo_Haemulopsis elongatus_Mediano;7000;7000
Puerto de Gamarra_Hypostomus hondae_Revuelto;4000;7300
Comercializadores independientes (Guapi)_Brotula clarkae_Revuelto;18000;18000
Comercializadores independientes (Guapi)_Hyporthodus niphobles_Revuelto;10000;10000
Chamuscado - Naya_Lutjanus jordani_Grande;13000;13000
Puerto Principal (Leticia)_Brachyplatystoma vaillantii_Mediano;8300;12000
Puerto Principal (Leticia)_Hoplerythrinus unitaeniatus_Mediano;5700;9500
Puerto Principal (Leticia)_Crenicichla lenticulata_Mediano;7650;10300
Puerto Principal (Leticia)_Lithodoras dorsalis_Mediano;7100;7100
Puerto Principal (Leticia)_Lithodoras dorsalis_Pequeño;7400;7400
Puerto Principal (Leticia)_Hoplerythrinus unitaeniatus_Grande;6500;10890
Puerto Principal (Leticia)_Pygocentrus nattereri_Pequeño;9050;12650
Puerto Principal (Leticia)_Megalodoras uranoscopus_Mediano;5340;10100
Puerto Principal (Leticia)_Triportheus angulatus_Grande;8930;13550
Puerto Rico [Meta]_Boulengerella cuvieri_Revuelto;2000;2000
Puerto Rico [Meta]_Oxydoras sifontesi_Revuelto;2000;2000
Puerto Principal (Leticia)_Piaractus brachypomus_Mediano;11250;18000
La Casa del Pescador_Centropomus medius_Pequeño;8200;10000
La Casa del Pescador_Haemulopsis axillaris_Mediano;7000;7000
Laguna Colorada_Pseudoplatystoma metaense_Revuelto;7000;7000
Laguna Colorada_Sorubimichthys planiceps_Mediano;7000;7000
Puerto de desembarco (Barrancominas)_Aphanotorulus emarginatus_Revuelto;4000;4000
San Miguel (Puerto Gaitán)_Pseudoplatystoma orinocoense_Pequeño;10000;10000
Muelles del Camarón_Ablennes hians_Mediano;1575;2425
Muelles del Camarón_Sphyraena ensis_Pequeño;2100;3900
Muelles del Camarón_Diapterus brevirostris_Revuelto;3000;3000
Muelles del Camarón_Polydactylus approximans_Pequeño;2100;3900
Muelles del Camarón_Larimus effulgens_Pequeño;2050;2950
Muelles del Camarón_Euthynnus lineatus_Grande;3000;3000
Muelles del Camarón_Cynoscion albus_Pequeño;12300;17700
Betania - Naya_Menticirrhus nasus_Mediano;13000;13000
Betania - Naya_Nebris occidentalis_Revuelto;12000;13000
Galería (Guapi)_Chaetodipterus zonatus_Ranfaña;5000;5000
Río San Miguel_Mylossoma albiscopum_Revuelto;10400;15000
Casco Urbano (Arauca)_Brycon amazonicus_Revuelto;7000;7000
Casco Urbano (Arauca)_Hydrolycus armatus_Revuelto;4000;5000
La Gloria_Triportheus magdalenae_Revuelto;1600;3200
Puerto del Pescado (San José Del Guaviare)_Pterygoplichthys multiradiatus_Grande;4000;4000
Puerto (Arauquita)_Colossoma macropomum_Revuelto;12000;12000
La Gloria_Brycon moorei_Grande;8000;8000
Puerto Principal (Leticia)_Pterygoplichthys pardalis_Grande;5100;7395
Desembarcadero (Murindó)_Kronoheros umbrifer_Revuelto;8100;9000
El Puerto (Puerto Carreño)_Hoplias malabaricus_Varios tamaños;2400;5000
Distribuidoras de Tumaco_Selene peruviana_Pequeño;3000;3000
La Pedrera_Piaractus brachypomus_Grande;10000;10000
Santuario_Leiarius marmoratus_Revuelto;20000;20000
Aparca_Brachyplatystoma rousseauxii_Revuelto;20000;21800
La Rampa (Barrancabermeja)_Hypostomus hondae_Revuelto;4000;5000
Timbiquí_Ariopsis seemanni_Varios tamaños;6400;8000
Puerto de desembarco (Mitú)_Pimelodus ornatus_Mediano;20000;20000
Río San Miguel_Aguarunichthys inpai_Grande;16000;16000
Muelle Principal (Puerto Leguízamo)_Sorubimichthys planiceps_Revuelto;10150;12850
El Puerto (Tumaco)_Epinephelus analogus_Grande;6000;6000
Puerto de Gamarra_Ageneiosus pardalis_Revuelto;8400;15800
Amarales_Sciades dowii_Mediano;5000;6500
Playa Nueva_Sciades dowii_Grande;6000;7000
Puerto de desembarco (Barrancominas)_Semaprochilodus laticeps_Revuelto;3200;5600
Puerto de desembarco (Barrancominas)_Brachyplatystoma vaillantii_Revuelto;2500;6000
Cooperativas - Pueblo Nuevo_Sphoeroides spp._Pequeño;4000;4000
Río San Miguel_Zungaro zungaro_Grande;14900;15100
Punta Bonita_Euthynnus lineatus_Mediano;3000;3000
La Isla de los Palacios_Kronoheros umbrifer_Revuelto;1800;1800
La Isla de los Palacios_Hoplias malabaricus_Mediano;1200;1800
Miramar - Bahía Málaga_Lutjanus argentiventris_Pequeño;6000;6000
Miramar - Bahía Málaga_Centropomus medius_Pequeño;6000;6000
Miramar - Bahía Málaga_Lutjanus colorado_Mediano;16100;17000
Miramar - Bahía Málaga_Lutjanus aratus_Pequeño;6000;6000
Chamuscado - Naya_Lutjanus peru_Mediano;13000;13000
Miramar - Bahía Málaga_Menticirrhus spp._Varios tamaños;6000;6000
Miramar - Bahía Málaga_Lutjanus argentiventris_Mediano;17000;17000
Cooperativas - Pueblo Nuevo_Menticirrhus panamensis_Grande;16000;19100
San Miguel (Puerto Gaitán)_Leiarius marmoratus_Revuelto;12000;12000
Puerto (Arauquita)_Piaractus orinoquensis_Revuelto;11800;13200
Puerto (Arauquita)_Schizodon scotorhabdotus_Revuelto;4000;7400
Puerto Kenedy_Ageneiosus pardalis_Pequeño;12250;15000
Juanchaco_Caranx caninus_Mediano;2675;4000
Juanchaco_Mycteroperca xenarcha_Pequeño;5600;12000
Juanchaco_Seriola peruana_Grande;6000;6000
Tagachí_Pseudopimelodus sp. 1_Revuelto;12000;12000
Bazán_Scomberomorus sierra_Varios tamaños;9350;11000
Bazán_Brotula clarkae_Varios tamaños;20000;20000
Bazán_Menticirrhus spp._Grande;8000;12500
Miramar - Bahía Málaga_Lutjanus novemfasciatus_Mediano;17000;17000
Bazán_Cynoscion albus_Varios tamaños;22000;23500
Tagachí_Pimelodus sp. 2_Mediano;12000;12000
Playa Nueva_Hyporthodus niphobles_Pequeño;3000;3000
Playa Nueva_Hyporthodus acanthistius_Pequeño;3000;3000
Buenavista (La Dorada)_Prochilodus magdalenae_Grande;6300;10000
Muelle Hong Kong_Prochilodus nigricans_Revuelto;5000;5000
Puerto Víctor Peña_Megaleporinus muyscorum_Revuelto;2300;2800
Santa Cruz - Naya_Mugil cephalus_Grande;3000;3000
Santa Cruz - Naya_Notarius troschelii_Revuelto;4175;10000
Betania - Naya_Epinephelus quinquefasciatus_Grande;7000;8000
Betania - Naya_Lobotes pacifica_Mediano;6575;10000
Betania - Naya_Notarius troschelii_Extragrande;6512,5;6737,5
Betania - Naya_Notarius troschelii_Mediano;6587,5;8862,5
Vigía_Notarius troschelii_Grande;4000;4000
Comercializadores independientes (Guapi)_Notarius troschelii_Revuelto;5400;12600
Muelles del Camarón_Paralonchurus dumerilii_Pequeño;4000;4000
Puerto Principal (Leticia)_Sorubimichthys planiceps_Pequeño;6500;6500
Puerto Principal (Leticia)_Leporinus agassizii_Mediano;6800;6800
Puerto Principal (Leticia)_Calophysus macropterus_Pequeño;8300;8300
Muelles del Camarón_Larimus argenteus_Pequeño;4000;5350
Muelles del Camarón_Larimus argenteus_Mediano;6050;6950
Muelles del Camarón_Polydactylus approximans_Mediano;7000;7000
Muelles del Camarón_Isopisthus remifer_Mediano;7000;7000
Muelles del Camarón_Caranx caninus_Pequeño;5575;6925
Muelle La Samaritana_Hyporthodus acanthistius_Pequeño;3000;3000
Puente Pindo_Bagre panamensis_Pequeño;3000;4850
Puente Pindo_Polydactylus approximans_Pescado menudo;3000;3000
Puente Pindo_Caranx caballus_Pescado menudo;3000;3850
Puente Pindo_Mugil cephalus_Pescado menudo;3000;3000
Puente Pindo_Larimus argenteus_Pescado menudo;3000;3000
Puente Pindo_Alectis ciliaris_Grande;9200;11900
Puente Pindo_Chaetodipterus zonatus_Pequeño;6100;7000
Puente Pindo_Haemulopsis elongatus_Pescado menudo;3000;3000
Puente Pindo_Seriola rivoliana_Grande;9000;9000
Puente Pindo_Lutjanus argentiventris_Pequeño;17000;17000
Miel de Abeja_Lutjanus colorado_Grande;12000;12000
Distribuidoras de Tumaco_Larimus acclivis_Grande;5000;6700
Limones_Chaetodipterus zonatus_Grande;3000;5000
Limones_Diapterus brevirostris_Grande;3000;3000
Puerto Rico [Meta]_Brachyplatystoma platynemum_Revuelto;14600;16000
Galería (Guapi)_Cynoscion phoxocephalus_Pequeño;5000;10500
Galería (Guapi)_Scomberomorus sierra_Pequeño;5000;5000
El Piñal_Lutjanus aratus_Revuelto;23000;23000
Quiroga_Chaetodipterus zonatus_Grande;3000;3000
Quiroga_Diapterus brevirostris_Grande;3000;3000
Santuario_Brycon hilarii_Revuelto;20000;20000
Buchadó_Rhamdia guatemalensis_Revuelto;1940;2000
Miramar - Bahía Málaga_Lutjanus argentiventris_Platero (para pargos);17000;17000
Miramar - Bahía Málaga_Lutjanus aratus_Platero (para pargos);17000;17000
San José de la Calle_Rhamdia guatemalensis_Revuelto;7000;7000
San José de la Calle_Ageneiosus pardalis_Grande;16000;16000
San José de la Calle_Kronoheros umbrifer_Grande;6000;6000
Curillo_Zungaro zungaro_Grande;20000;20000
Policía fluvial (Quibdó)_Kronoheros umbrifer_Grande;8000;8000
El Puerto (Tumaco)_Sphyraena idiastes_Mediano;7000;7000
El Puerto (Tumaco)_Larimus acclivis_Grande;6075;7850
El Puerto (Tumaco)_Chaetodipterus zonatus_Grande;5000;5900
El Puerto (Puerto Carreño)_Ageneiosus inermis_Grande;4000;4000
El Puerto (Puerto Carreño)_Oxydoras sifontesi_Varios tamaños;2600;5000
San Alejandro_Rhamdia guatemalensis_Mediano;1000;1000
San Alejandro_Ageneiosus pardalis_Pequeño;12500;20000
La Gloria_Cyphocharax magdalenae_Revuelto;2100;3900
Las Balsas_Semaprochilodus laticeps_Revuelto;10200;13800
Chontal_Otros pescadilla_Mediano;4000;4000
Chontal_Bagre panamensis_Revuelto;6000;6000
Chontal_Centropomus medius_Mediano;7000;7000
La Plata - Bahía Málaga_Cynoscion albus_Varios tamaños;14150;16850
La Plata - Bahía Málaga_Schedophilus haedrichi_Varios tamaños;4000;4000
La Plata - Bahía Málaga_Caranx caballus_Varios tamaños;2500;3000
Puerto (Arauquita)_Hoplosternum littorale_Revuelto;3525;3975
Plaza de mercado (La Dorada)_Pseudopimelodus atricaudus_Revuelto;2800;2800
Galería (Guapi)_Macrodon mordax_Revuelto;15000;15000
Policía fluvial (Quibdó)_Megaleporinus muyscorum_Mediano;6050;9400
Policía fluvial (Quibdó)_Pimelodus punctatus_Pequeño;6000;6000
Policía fluvial (Quibdó)_Hoplias malabaricus_Pequeño;7000;7000
Galería (Guapi)_Ariopsis seemanni_Revuelto;2000;2000
Laguna Colorada_Sorubimichthys planiceps_Pequeño;7000;7000
El Piñal_Oligoplites saurus inornatus_Revuelto;7000;10000
Cooperativas - Pueblo Nuevo_Auxis brachydorax_Revuelto;3500;3500
Punta Bonita_Katsuwonus pelamis_Revuelto;1500;2000
Puerto Víctor Peña_Colossoma macropomum_Grande;5060;6140
Desembarcadero (Murindó)_Sternopygus aequilabiatus_Revuelto;3000;3000
Pesqueras - Pueblo Nuevo_Euthynnus lineatus_Pequeño;2575;3000
Pesqueras - Pueblo Nuevo_Otros menudo_Revuelto;6000;7000
Pesqueras - Pueblo Nuevo_Achirus klunzingeri_Varios tamaños;5000;5000
Pesqueras - Pueblo Nuevo_Otros grueso_Ranfaña;3200;5000
Pesqueras - Pueblo Nuevo_Scomberomorus sierra_Ranfaña;5000;5000
Puerto Kenedy_Kronoheros umbrifer_Pequeño;8000;8000
Milagros de la Mar_Centropomus armatus_Pequeño;3000;4000
Policía fluvial (Quibdó)_Pimelodus sp. 2_Mediano;14000;14000
San Miguel (Puerto Gaitán)_Brachyplatystoma juruense_Revuelto;12000;13700
La Casa del Pescador_Centropomus medius_Grande;12000;14000
Puente Pindo_Acanthocybium solandri_Mediano;6000;6000
Puente Pindo_Euthynnus lineatus_Mediano;5000;5000
Buenavista (La Dorada)_Ichthyoelephas longirostris_Revuelto;7350;12950
Puerto Principal (Leticia)_Pimelodina flavipinnis_Pequeño;9640;10360
Puerto Principal (Leticia)_Brachyplatystoma juruense_Grande;10870;12400
Punta Bonita_Caranx caballus_Revuelto;7000;7000
Puerto Principal (Leticia)_Rhaphiodon vulpinus_Grande;9180;12260
Río San Miguel_Pimelodus blochii_Revuelto;14000;14900
Puerto Kenedy_Pimelodus sp. 2_Mediano;14000;14000
Laguna Colorada_Brachyplatystoma vaillantii_Pequeño;5000;5000
El Malecón (Neiva)_Hoplias malabaricus_Revuelto;5000;9500
Puerto Boyacá_Cynopotamus magdalenae_Revuelto;6700;12000
Puerto Principal (Leticia)_Megalodoras uranoscopus_Pequeño;4240;6760
Puerto Principal (Leticia)_Pimelodina flavipinnis_Grande;10045;12170
Puerto (Orocué)_Serrasalmus rhombeus_Revuelto;8000;8000
Puerto (Orocué)_Platynematichthys notatus_Revuelto;14000;14000
Puerto (Orocué)_Hoplosternum littorale_Revuelto;10000;11700
San José de la Calle_Sternopygus aequilabiatus_Grande;6000;6000
Puente Pindo_Haemulopsis axillaris_Pequeño;5000;7000
Puente Pindo_Sciades dowii_Pequeño;5000;5000
Puente Pindo_Parapsettus panamensis_Pequeño;7000;7000
San Antonio de Padua_Sturisomatichthys panamensis_Pequeño;2000;2000
Chamuscado - Naya_Larimus argenteus_Pequeño;3500;4000
Chamuscado - Naya_Larimus argenteus_Grande;5000;5000
Chamuscado - Naya_Caranx caninus_Pequeño;3500;4000
Chamuscado - Naya_Penaeus occidentalis_Grande;30000;50000
Casco Urbano (Arauca)_Pimelodus sp. 4_Revuelto;4000;4000
Galería (Guapi)_Cynoscion squamipinnis_Revuelto;15000;15000
La Punta - Firme Cifuentes_Scomberomorus sierra_Revuelto;5000;5000
La Punta - Firme Cifuentes_Penaeus occidentalis_Langostino;30000;37000
Juanchaco_Kyphosus ocyurus_Grande;4000;4000
Mapiripán_Pterodoras rivasi_Revuelto;2000;2000
Mapiripán_Brachyplatystoma rousseauxii_Revuelto;10000;22000
Mapiripán_Brachyplatystoma filamentosum_Revuelto;11000;16000
Mapiripán_Oxydoras sifontesi_Revuelto;2000;2000
Playa Nueva_Penaeus occidentalis_Grande;30000;38000
Muelle La Esmeralda_Leiarius marmoratus_Revuelto;15100;16000
Muelle La Esmeralda_Arapaima gigas_Revuelto;18000;18000
Chacón_Penaeus occidentalis_Varios tamaños;40000;40000
Chacón_Trachypenaeus spp._Varios tamaños;20000;20000
Muelles del Camarón_Selar crumenophthalmus_Revuelto;2175;5325
Bazán La Bocana_Xiphopenaeus riveti_Revuelto;7300;10000
Bazán La Bocana_Protrachypene precipua_Revuelto;4000;7200
Bazán La Bocana_Trachypenaeus spp._Revuelto;16800;28000
Puerto del Pescado (San José Del Guaviare)_Hypophthalmus edentatus_Pequeño;7000;7000
La Punta - Firme Cifuentes_Anadara spp._Varios tamaños;28000;28000
Timbiquí_Polydactylus approximans_Varios tamaños;6100;7900
Distribuidoras de Tumaco_Hyporthodus acanthistius_Pequeño;8000;8000
Betania - Naya_Penaeus occidentalis_Revuelto;26000;30000
Santa Cruz - Naya_Genyatremus pacifici_Grande;12000;12900
Buchadó_Caquetaia kraussii_Mediano;1500;2000
Santa Cruz - Naya_Diapterus brevirostris_Mediano;3250;7750
La Ensenada_Penaeus occidentalis_Grande;30600;35000
La Ensenada_Penaeus occidentalis_Revuelto;25000;35000
Comercializadores independientes (Guapi)_Xiphopenaeus riveti_Revuelto;12000;12000
Comercializadores independientes (Guapi)_Penaeus occidentalis_Revuelto;35000;45000
Puerto Principal (Puerto Lleras)_Pinirampus pirinampu_Revuelto;15000;15000
La Casa del Pescador_Penaeus occidentalis_Grande;27000;40000
Tagachí_Cynopotamus atratoensis_Pequeño;1200;1200
Chontal_Caranx caninus_Mediano;8000;8000
Chontal_Bagre panamensis_Mediano;6000;6000
Amarales_Penaeus occidentalis_Revuelto;27000;35000
Tagachí_Rhamdia guatemalensis_Revuelto;1200;1200
Puerto de Gamarra_Ageneiosus pardalis_Grande;12000;15500
Chamuscado - Naya_Menticirrhus nasus_Mediano;16000;16000
Chamuscado - Naya_Bagre panamensis_Pequeño;3500;4000
Miramar - Bahía Málaga_Centropomus armatus_Mediano;15700;16000
Muelles del Camarón_Menticirrhus nasus_Grande;7250;8000
Limones_Penaeus occidentalis_Grande;30000;40000
Limones_Xiphopenaeus riveti_Revuelto;9000;9000
Quiroga_Xiphopenaeus riveti_Revuelto;9000;9000
Quiroga_Penaeus occidentalis_Grande;30000;40000
Quiroga_Trachypenaeus spp._Grande;20000;20000
Vigía_Penaeus occidentalis_Revuelto;30000;36000
Miramar - Bahía Málaga_Centropomus armatus_Pequeño;6000;6000
Miramar - Bahía Málaga_Sciades dowii_Pequeño;6000;6000
Miramar - Bahía Málaga_Hoplopagrus guentherii_Grande;6450;14550
Miramar - Bahía Málaga_Epinephelus quinquefasciatus_Grande;10900;19000
Curillo_Brachyplatystoma rousseauxii_Mediano;20000;20000
La Punta - Firme Cifuentes_Cynoponticus coniceps_Revuelto;2000;2000
El Puerto (Tumaco)_Caranx caninus_Mediano;4000;7400
El Puerto (Tumaco)_Istiophorus platypterus_Grande;5400;14000
El Puerto (Tumaco)_Panulirus gracilis_Grande;28600;39400
La Plata - Bahía Málaga_Cynoscion albus_Grande;20000;20000
La Plata - Bahía Málaga_Trachinotus kennedyi_Varios tamaños;4000;4000
Río San Miguel_Pseudoplatystoma punctifer_Revuelto;14050;14950
Cooperativas - Pueblo Nuevo_Penaeus occidentalis_Revuelto;28000;42000
El Puerto (Puerto Carreño)_Piaractus orinoquensis_Mediano;7000;8000
Puerto Principal (Leticia)_Leiarius marmoratus_Mediano;9465;13085
Puerto Principal (Leticia)_Schizodon fasciatus_Grande;10800;15900
Puerto Principal (Leticia)_Zungaro zungaro_Mediano;6240;9300
Puerto Principal (Leticia)_Hoplosternum littorale_Grande;6875;9780
Puerto Principal (Leticia)_Pterodoras granulosus_Grande;4525;7790
Las Balsas_Pimelodina flavipinnis_Revuelto;9000;11000
Las Balsas_Pseudoplatystoma orinocoense_Mediano;14000;14000
La Casa del Pescador_Panulirus gracilis_Grande;32000;38000
Pesqueras - Pueblo Nuevo_Coryphaena hippurus_Grande;7000;10600
La Casa del Pescador_Trachypenaeus spp._Pequeño;25700;30000
La Casa del Pescador_Lolliguncula diomedeae_Pequeño;17000;19000
La Casa del Pescador_Haemulopsis axillaris_Pequeño;3400;6600
Muelles del Camarón_Xiphopenaeus riveti_Pequeño;3500;8000
Muelles del Camarón_Trachypenaeus spp._Revuelto;11250;18000
Muelles del Camarón_Protrachypene precipua_Pequeño;2000;8500
Muelles del Camarón_Melongena patula_Revuelto;3000;3000
Muelles del Camarón_Trachypenaeus spp._Mediano;13000;14000
Muelles del Camarón_Sphoeroides spp._Grande;9000;9000
San Antonio de Padua_Pimelodus punctatus_Pequeño;2000;2000
La Punta - Firme Cifuentes_Euthynnus lineatus_Grande;2000;2000
Santa Cruz - Naya_Centropomus armatus_Pequeño;12000;13000
Santa Cruz - Naya_Penaeus occidentalis_Revuelto;34000;34000
Santa Cruz - Naya_Lutjanus jordani_Grande;12000;12000
Santa Cruz - Naya_Oligoplites saurus inornatus_Mediano;3000;3000
El Puerto (Tumaco)_Cynoscion squamipinnis_Grande;6600;16000
El Puerto (Tumaco)_Penaeus occidentalis_Revuelto;23400;40300
Betania - Naya_Cynoscion phoxocephalus_Grande;10000;13000
Betania - Naya_Larimus argenteus_Mediano;4250;8562,5
Betania - Naya_Rhonciscus bayanus_Grande;12000;13000
Betania - Naya_Macrodon mordax_Grande;10000;13000
Betania - Naya_Scomberomorus sierra_Mediano;3750;10000
Betania - Naya_Cathorops fuerthii_Mediano;3750;4250
Muelle Principal (Puerto Leguízamo)_Brachyplatystoma tigrinum_Mediano;15000;15000
Distribuidoras de Tumaco_Penaeus occidentalis_Grande;33000;42000
Distribuidoras de Tumaco_Penaeus occidentalis_Pequeño;24000;35000
Distribuidoras de Tumaco_Trachypenaeus spp._Grande;12500;18250
Distribuidoras de Tumaco_Xiphopenaeus riveti_Grande;4000;8000
Bazán La Bocana_Penaeus occidentalis_Revuelto;30000;36000
Paujil_Prochilodus mariae_Varios tamaños;4670;6650
Paujil_Mylossoma albiscopum_Varios tamaños;3650;6200
Paujil_Satanoperca daemon_Varios tamaños;5915;6185
Paujil_Semaprochilodus kneri_Varios tamaños;3860;6540
Paujil_Serrasalmus rhombeus_Varios tamaños;4350;6060
Paujil_Semaprochilodus laticeps_Varios tamaños;4585;6115
Punta Bonita_Bagre panamensis_Grande;2600;3500
Pesqueras - Pueblo Nuevo_Penaeus occidentalis_Revuelto;34000;40000
Pesqueras - Pueblo Nuevo_Scomberomorus sierra_Mediano;7500;7500
Pesqueras - Pueblo Nuevo_Protrachypene precipua_Revuelto;10000;10900
Pesqueras - Pueblo Nuevo_Xiphopenaeus riveti_Revuelto;12000;13000
Punta Bonita_Polydactylus approximans_Revuelto;7000;7175
Punta Bonita_Polydactylus opercularis_Pequeño;7000;7000
Punta Bonita_Bagre pinnimaculatus_Mediano;8525;8975
Bodegas (Leticia)_Arapaima gigas_Grande;14000;14000
Puerto Cabuyaro_Pseudoplatystoma metaense_Pequeño;12000;15700
Puerto Principal (Leticia)_Brachyplatystoma tigrinum_Grande;8000;8000
Puerto Cabuyaro_Cephalosilurus apurensis_Revuelto;6000;6000
