Cuenca o Litoral;Grupo de especie;Formato;Especie;Nombre más común de la especie;Categoría comercial;Total
Amazonía;Peces;PezOseo;Acestrorhynchus microlepis;Agujeta;Mediano;26
Amazonía;Peces;PezOseo;Acestrorhynchus microlepis;Agujeta;Revuelto;15
Amazonía;Peces;PezOseo;Aequidens diadema;Mojarra fina;Pequeño;1
Amazonía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Grande;6
Amazonía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Mediano;132
Amazonía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Pequeño;25
Amazonía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Revuelto;519
Amazonía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Varios tamaños;2
Amazonía;Peces;PezOseo;Ageneiosus vittatus;Gata;Pequeño;2
Amazonía;Peces;PezOseo;Ageneiosus vittatus;Gata;Revuelto;2
Amazonía;Peces;PezOseo;Aguarunichthys inpai;Simi manchado;Grande;5
Amazonía;Peces;PezOseo;Aguarunichthys inpai;Simi manchado;Mediano;38
Amazonía;Peces;PezOseo;Aguarunichthys inpai;Simi manchado;Pequeño;2
Amazonía;Peces;PezOseo;Aguarunichthys inpai;Simi manchado;Revuelto;157
Amazonía;Peces;PezOseo;Anodus elongatus;Sardina de punto;Pequeño;1
Amazonía;Peces;PezOseo;Anodus elongatus;Sardina de punto;Revuelto;1
Amazonía;Peces;PezOseo;Apteronotus albifrons;Cuchillo caballo;Mediano;1
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Grande;217
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Mediano;14
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Pequeño;8
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Revuelto;422
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Varios tamaños;65
Amazonía;Peces;PezOseo;Argonectes longiceps;Blanquillo;Mediano;1
Amazonía;Peces;PezOseo;Astronotus ocellatus;Oscar;Grande;35
Amazonía;Peces;PezOseo;Astronotus ocellatus;Oscar;Mediano;18
Amazonía;Peces;PezOseo;Astronotus ocellatus;Oscar;Pequeño;8
Amazonía;Peces;PezOseo;Astronotus ocellatus;Oscar;Revuelto;106
Amazonía;Peces;PezOseo;Astronotus ocellatus;Oscar;Varios tamaños;59
Amazonía;Peces;PezOseo;Astyanax maximus;Sardina;Pequeño;1
Amazonía;Peces;PezOseo;Boulengerella lucius;Agujo;Revuelto;3
Amazonía;Peces;PezOseo;Brachyplatystoma capapretum;Valentón;Grande;3
Amazonía;Peces;PezOseo;Brachyplatystoma capapretum;Valentón;Mediano;42
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Grande;171
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Mediano;21
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Pequeño;5
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Revuelto;559
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Varios tamaños;1
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Grande;30
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Mediano;20
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Pequeño;11
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Revuelto;677
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Varios tamaños;1
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Grande;41
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Mediano;51
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Pequeño;29
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Revuelto;1530
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Varios tamaños;5
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Grande;194
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Mediano;16
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Pequeño;7
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Revuelto;620
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Varios tamaños;23
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Grande;19
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Mediano;11
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Pequeño;4
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Revuelto;151
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Varios tamaños;1
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Grande;25
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Mediano;75
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Pequeño;50
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Revuelto;388
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Varios tamaños;10
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Grande;8
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Mediano;6
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Pequeño;81
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Revuelto;377
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Varios tamaños;19
Amazonía;Peces;PezOseo;Brycon falcatus;Cana;Grande;1
Amazonía;Peces;PezOseo;Brycon falcatus;Cana;Mediano;1
Amazonía;Peces;PezOseo;Brycon falcatus;Cana;Pequeño;13
Amazonía;Peces;PezOseo;Brycon falcatus;Cana;Revuelto;57
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Extragrande;2
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Grande;120
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Mediano;13
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Pequeño;22
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Pescado especial;9
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Revuelto;141
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Grande;1
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Mediano;3
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Pequeño;95
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Revuelto;378
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Varios tamaños;13
Amazonía;Peces;PezOseo;Brycon sp. 1;Singo;Revuelto;10
Amazonía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Grande;13
Amazonía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Mediano;13
Amazonía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Pequeño;29
Amazonía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Revuelto;529
Amazonía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Varios tamaños;1
Amazonía;Peces;PezOseo;Chaetobranchus semifasciatus;Mojarra;Grande;2
Amazonía;Peces;PezOseo;Chaetobranchus semifasciatus;Mojarra;Mediano;1
Amazonía;Peces;PezOseo;Chaetobranchus semifasciatus;Mojarra;Revuelto;13
Amazonía;Peces;PezOseo;Chaetobranchus semifasciatus;Mojarra;Varios tamaños;10
Amazonía;Peces;PezOseo;Chalceus erythrurus;Ararí de punto;Mediano;41
Amazonía;Peces;PezOseo;Chalceus erythrurus;Ararí de punto;Revuelto;17
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Grande;16
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Mediano;91
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Pequeño;17
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Revuelto;70
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Varios tamaños;18
Amazonía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Grande;2
Amazonía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Pequeño;1
Amazonía;Peces;PezOseo;Cichla temensis;Tucunaré;Mediano;15
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Grande;165
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Mediano;19
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Pequeño;17
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Revuelto;226
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Varios tamaños;30
Amazonía;Peces;PezOseo;Crenicichla lenticulata;Botello bocon;Mediano;107
Amazonía;Peces;PezOseo;Crenicichla lenticulata;Botello bocon;Pequeño;1
Amazonía;Peces;PezOseo;Crenicichla lenticulata;Botello bocon;Revuelto;67
Amazonía;Peces;PezOseo;Crenicichla lugubris;Botello;Revuelto;1
Amazonía;Peces;PezOseo;Curimata aspera;Curimba;Pequeño;2
Amazonía;Peces;PezOseo;Curimata aspera;Curimba;Revuelto;1
Amazonía;Peces;PezOseo;Cynodon gibbus;Payarin;Revuelto;1
Amazonía;Peces;PezOseo;Cynopotamus amazonum;Cachana;Grande;2
Amazonía;Peces;PezOseo;Cynopotamus amazonum;Cachana;Pequeño;5
Amazonía;Peces;PezOseo;Doras phlyzakion;Cuyucuyu;Mediano;37
Amazonía;Peces;PezOseo;Doras phlyzakion;Cuyucuyu;Revuelto;33
Amazonía;Peces;PezOseo;Geophagus abalios;Juan viejo;Mediano;61
Amazonía;Peces;PezOseo;Geophagus abalios;Juan viejo;Revuelto;22
Amazonía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Grande;2
Amazonía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Mediano;17
Amazonía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Pequeño;7
Amazonía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Revuelto;98
Amazonía;Peces;PezOseo;Heros severus;Severum;Revuelto;3
Amazonía;Peces;PezOseo;Heros severus;Severum;Varios tamaños;2
Amazonía;Peces;PezOseo;Hoplarchus psittacus;Mojarra lora;Mediano;1
Amazonía;Peces;PezOseo;Hoplarchus psittacus;Mojarra lora;Revuelto;3
Amazonía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Grande;2
Amazonía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Mediano;15
Amazonía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Pequeño;3
Amazonía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Revuelto;58
Amazonía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Varios tamaños;15
Amazonía;Peces;PezOseo;Hoplias curupira;Guabina común;Revuelto;1
Amazonía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Grande;27
Amazonía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Mediano;308
Amazonía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Pequeño;10
Amazonía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Revuelto;219
Amazonía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Varios tamaños;29
Amazonía;Peces;PezOseo;Hoplosternum littorale;Curito;Mediano;7
Amazonía;Peces;PezOseo;Hoplosternum littorale;Curito;Pequeño;19
Amazonía;Peces;PezOseo;Hoplosternum littorale;Curito;Revuelto;4
Amazonía;Peces;PezOseo;Hoplosternum littorale;Curito;Varios tamaños;3
Amazonía;Peces;PezOseo;Hydrolycus armatus;Payara;Grande;5
Amazonía;Peces;PezOseo;Hydrolycus armatus;Payara;Mediano;12
Amazonía;Peces;PezOseo;Hydrolycus armatus;Payara;Pequeño;8
Amazonía;Peces;PezOseo;Hydrolycus armatus;Payara;Revuelto;148
Amazonía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Grande;109
Amazonía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Mediano;25
Amazonía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Pequeño;10
Amazonía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Revuelto;38
Amazonía;Peces;PezOseo;Hydrolycus wallacei;Payala;Mediano;72
Amazonía;Peces;PezOseo;Hydrolycus wallacei;Payala;Revuelto;5
Amazonía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Grande;2
Amazonía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Mediano;3
Amazonía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Revuelto;25
Amazonía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Varios tamaños;1
Amazonía;Peces;PezOseo;Hypophthalmus fimbriatus;Mapara;Revuelto;2
Amazonía;Peces;PezOseo;Hypophthalmus marginatus;Mapará;Grande;76
Amazonía;Peces;PezOseo;Hypophthalmus marginatus;Mapará;Mediano;12
Amazonía;Peces;PezOseo;Hypophthalmus marginatus;Mapará;Pequeño;3
Amazonía;Peces;PezOseo;Hypophthalmus marginatus;Mapará;Revuelto;40
Amazonía;Peces;PezOseo;Hypophthalmus marginatus;Mapará;Varios tamaños;1
Amazonía;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Grande;2
Amazonía;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Mediano;2
Amazonía;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Pequeño;2
Amazonía;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Revuelto;22
Amazonía;Peces;PezOseo;Hypostomus oculeus;Domesalla;Pequeño;1
Amazonía;Peces;PezOseo;Hypostomus oculeus;Domesalla;Revuelto;163
Amazonía;Peces;PezOseo;Hypostomus spp.;Hypostomo;Mediano;1
Amazonía;Peces;PezOseo;Hypostomus spp.;Hypostomo;Revuelto;2
Amazonía;Peces;PezOseo;Laemolyta taeniata;Lisa común;Mediano;5
Amazonía;Peces;PezOseo;Laemolyta taeniata;Lisa común;Revuelto;1
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Grande;7
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Mediano;202
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Pequeño;4
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Revuelto;717
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Varios tamaños;1
Amazonía;Peces;PezOseo;Leiarius sp. 1;Barbudo negro;Mediano;4
Amazonía;Peces;PezOseo;Leiarius sp. 1;Barbudo negro;Revuelto;48
Amazonía;Peces;PezOseo;Leporinus agassizii;Omima;Grande;1
Amazonía;Peces;PezOseo;Leporinus agassizii;Omima;Mediano;255
Amazonía;Peces;PezOseo;Leporinus agassizii;Omima;Mozo;1
Amazonía;Peces;PezOseo;Leporinus agassizii;Omima;Pequeño;1
Amazonía;Peces;PezOseo;Leporinus agassizii;Omima;Revuelto;37
Amazonía;Peces;PezOseo;Leporinus brunneus;Garacu;Mediano;26
Amazonía;Peces;PezOseo;Leporinus brunneus;Garacu;Revuelto;7
Amazonía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Mediano;39
Amazonía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Revuelto;15
Amazonía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Varios tamaños;2
Amazonía;Peces;PezOseo;Leporinus friderici;Omima gavilán;Pequeño;37
Amazonía;Peces;PezOseo;Leporinus sp. 2;Cheo chotillo;Revuelto;3
Amazonía;Peces;PezOseo;Leporinus subniger;Cheo;Grande;6
Amazonía;Peces;PezOseo;Leporinus subniger;Cheo;Mediano;2
Amazonía;Peces;PezOseo;Leporinus subniger;Cheo;Pequeño;6
Amazonía;Peces;PezOseo;Leporinus subniger;Cheo;Revuelto;291
Amazonía;Peces;PezOseo;Leptodoras acipenserinus;Carriche;Revuelto;2
Amazonía;Peces;PezOseo;Lithodoras dorsalis;Bacu piedra;Grande;5
Amazonía;Peces;PezOseo;Lithodoras dorsalis;Bacu piedra;Mediano;3
Amazonía;Peces;PezOseo;Lithodoras dorsalis;Bacu piedra;Revuelto;5
Amazonía;Peces;PezOseo;Lithodoras dorsalis;Bacu piedra;Varios tamaños;4
Amazonía;Peces;PezOseo;Megaleporinus trifasciatus;Cheo;Grande;1
Amazonía;Peces;PezOseo;Megaleporinus trifasciatus;Cheo;Mediano;1
Amazonía;Peces;PezOseo;Megaleporinus trifasciatus;Cheo;Revuelto;26
Amazonía;Peces;PezOseo;Megaleporinus trifasciatus;Cheo;Varios tamaños;2
Amazonía;Peces;PezOseo;Megalodoras uranoscopus;Bacú piedra;Grande;1
Amazonía;Peces;PezOseo;Megalodoras uranoscopus;Bacú piedra;Mediano;7
Amazonía;Peces;PezOseo;Megalodoras uranoscopus;Bacú piedra;Revuelto;7
Amazonía;Peces;PezOseo;Megalonema sp. 1;Palomo;Mediano;10
Amazonía;Peces;PezOseo;Megalonema sp. 1;Palomo;Pequeño;12
Amazonía;Peces;PezOseo;Megalonema sp. 1;Palomo;Revuelto;272
Amazonía;Peces;PezOseo;Metynnis lippincottianus;Palometa;Grande;2
Amazonía;Peces;PezOseo;Myloplus asterias;Garopa;Mediano;2
Amazonía;Peces;PezOseo;Myloplus asterias;Garopa;Pequeño;10
Amazonía;Peces;PezOseo;Myloplus asterias;Garopa;Revuelto;1
Amazonía;Peces;PezOseo;Myloplus rubripinnis;Gancho rojo;Pequeño;1
Amazonía;Peces;PezOseo;Myloplus rubripinnis;Gancho rojo;Revuelto;4
Amazonía;Peces;PezOseo;Myloplus rubripinnis;Gancho rojo;Varios tamaños;1
Amazonía;Peces;PezOseo;Myloplus schomburgkii;Gancho azul;Pequeño;2
Amazonía;Peces;PezOseo;Myloplus schomburgkii;Gancho azul;Revuelto;3
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Grande;54
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Mediano;279
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Pequeño;128
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Revuelto;529
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Varios tamaños;180
Amazonía;Peces;PezOseo;Mylossoma aureum;Palometa;Pequeño;35
Amazonía;Peces;PezOseo;Mylossoma aureum;Palometa;Revuelto;14
Amazonía;Peces;PezOseo;Osteoglossum bicirrhosum;Arawana plateada;Grande;10
Amazonía;Peces;PezOseo;Osteoglossum bicirrhosum;Arawana plateada;Mediano;10
Amazonía;Peces;PezOseo;Osteoglossum bicirrhosum;Arawana plateada;Pequeño;4
Amazonía;Peces;PezOseo;Osteoglossum bicirrhosum;Arawana plateada;Revuelto;8
Amazonía;Peces;PezOseo;Osteoglossum bicirrhosum;Arawana plateada;Varios tamaños;2
Amazonía;Peces;PezOseo;Oxydoras niger;Sierra copora;Grande;2
Amazonía;Peces;PezOseo;Oxydoras niger;Sierra copora;Mediano;3
Amazonía;Peces;PezOseo;Oxydoras niger;Sierra copora;Pequeño;1
Amazonía;Peces;PezOseo;Oxydoras niger;Sierra copora;Revuelto;32
Amazonía;Peces;PezOseo;Oxydoras niger;Sierra copora;Varios tamaños;1
Amazonía;Peces;PezOseo;Panaque schaeferi;Cucha;Grande;7
Amazonía;Peces;PezOseo;Panaque schaeferi;Cucha;Revuelto;1
Amazonía;Peces;PezOseo;Panaque titan;Real verde Real royal;Revuelto;36
Amazonía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Grande;84
Amazonía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Mediano;62
Amazonía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Pequeño;14
Amazonía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Revuelto;79
Amazonía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Varios tamaños;3
Amazonía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Grande;16
Amazonía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Mediano;18
Amazonía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Pequeño;11
Amazonía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Revuelto;7
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Grande;85
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Mediano;33
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Pequeño;10
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Revuelto;554
Amazonía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Varios tamaños;4
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Grande;44
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Mediano;108
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Pequeño;20
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Revuelto;227
Amazonía;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Varios tamaños;4
Amazonía;Peces;PezOseo;Pimelodina flavipinnis;Mollejón;Pequeño;8
Amazonía;Peces;PezOseo;Pimelodina flavipinnis;Mollejón;Revuelto;2
Amazonía;Peces;PezOseo;Pimelodus albofasciatus;Cuatro líneas;Pequeño;50
Amazonía;Peces;PezOseo;Pimelodus albofasciatus;Cuatro líneas;Revuelto;68
Amazonía;Peces;PezOseo;Pimelodus blochii;Nicuro;Grande;6
Amazonía;Peces;PezOseo;Pimelodus blochii;Nicuro;Mediano;141
Amazonía;Peces;PezOseo;Pimelodus blochii;Nicuro;Pequeño;71
Amazonía;Peces;PezOseo;Pimelodus blochii;Nicuro;Revuelto;188
Amazonía;Peces;PezOseo;Pimelodus blochii;Nicuro;Varios tamaños;20
Amazonía;Peces;PezOseo;Pimelodus ornatus;Guacamayo;Mediano;1
Amazonía;Peces;PezOseo;Pimelodus ornatus;Guacamayo;Pequeño;2
Amazonía;Peces;PezOseo;Pimelodus ornatus;Guacamayo;Revuelto;3
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Grande;4
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Mediano;55
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Pequeño;14
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Revuelto;499
Amazonía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Varios tamaños;8
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Grande;31
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Mediano;51
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Pequeño;17
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Revuelto;143
Amazonía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Varios tamaños;6
Amazonía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Grande;8
Amazonía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Mediano;60
Amazonía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Pequeño;22
Amazonía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Revuelto;197
Amazonía;Peces;PezOseo;Platystomatichthys sturio;Doncella;Grande;1
Amazonía;Peces;PezOseo;Platystomatichthys sturio;Doncella;Revuelto;60
Amazonía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Grande;1
Amazonía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Mediano;1
Amazonía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Pequeño;55
Amazonía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Revuelto;37
Amazonía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Varios tamaños;32
Amazonía;Peces;PezOseo;Potamorhina pristigaster;Branquiña;Mediano;1
Amazonía;Peces;PezOseo;Potamorhina pristigaster;Branquiña;Pequeño;5
Amazonía;Peces;PezOseo;Potamorhina pristigaster;Branquiña;Revuelto;1
Amazonía;Peces;PezOseo;Potamorhina pristigaster;Branquiña;Varios tamaños;2
Amazonía;Peces;PezOseo;Prochilodus nigricans;Bocachico cola negra;Grande;43
Amazonía;Peces;PezOseo;Prochilodus nigricans;Bocachico cola negra;Mediano;23
Amazonía;Peces;PezOseo;Prochilodus nigricans;Bocachico cola negra;Pequeño;48
Amazonía;Peces;PezOseo;Prochilodus nigricans;Bocachico cola negra;Revuelto;832
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Extragrande;1
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Grande;284
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Mediano;138
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Pequeño;97
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Revuelto;1442
Amazonía;Peces;PezOseo;Prochilodus rubrotaeniatus;Bocachico;Varios tamaños;339
Amazonía;Peces;PezOseo;Psectrogaster amazonica;Branquiña;Grande;1
Amazonía;Peces;PezOseo;Psectrogaster amazonica;Branquiña;Mediano;2
Amazonía;Peces;PezOseo;Psectrogaster amazonica;Branquiña;Pequeño;5
Amazonía;Peces;PezOseo;Psectrogaster amazonica;Branquiña;Revuelto;12
Amazonía;Peces;PezOseo;Psectrogaster amazonica;Branquiña;Varios tamaños;1
Amazonía;Peces;PezOseo;Psectrogaster rhomboides;Cascudo;Pequeño;2
Amazonía;Peces;PezOseo;Psectrogaster rhomboides;Cascudo;Revuelto;2
Amazonía;Peces;PezOseo;Psectrogaster rhomboides;Cascudo;Varios tamaños;1
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Grande;224
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Mediano;544
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Pequeño;116
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Pescado especial;16
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Revuelto;2484
Amazonía;Peces;PezOseo;Pseudoplatystoma punctifer;Bagre rayado;Varios tamaños;23
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Grande;185
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Mediano;167
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Pequeño;9
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Pescado especial;1
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Revuelto;1054
Amazonía;Peces;PezOseo;Pseudoplatystoma tigrinum;Pintadillo tigre;Varios tamaños;6
Amazonía;Peces;PezOseo;Pterodoras granulosus;Bacú;Grande;8
Amazonía;Peces;PezOseo;Pterodoras granulosus;Bacú;Mediano;11
