Cuenca o Litoral;Grupo de especie;Formato;Especie;Nombre más común de la especie;Categoría comercial;Total
Pacífico;Peces;PezOseo;Chaetodipterus zonatus;Palma rayada;Varios tamaños;243
Pacífico;Peces;PezOseo;Chaetodon humeralis;Bonita;Varios tamaños;3
Pacífico;Peces;PezOseo;Chloroscombrus orqueta;Abundancia;Mediano;1
Pacífico;Peces;PezOseo;Cirrhitus rivulatus;Pejetigre, Pez tigre;Mediano;1
Pacífico;Peces;PezOseo;Conodon serrifer;Guerrillero;Grande;16
Pacífico;Peces;PezOseo;Conodon serrifer;Guerrillero;Revuelto;1
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Extragrande;5
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Grande;274
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Mediano;13
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Pequeño;22
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Revuelto;6
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Grande;168
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Mediano;3
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Pequeño;4
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Revuelto;101
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Extragrande;18
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Grande;486
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Mediano;8
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Pequeño;1053
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Revuelto;111
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Extragrande;23
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Grande;3334
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Mediano;503
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Pequeño;329
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Pescado especial;6
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Ranfaña;24
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Revuelto;292
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Varios tamaños;121
Pacífico;Peces;PezOseo;Cynoscion nortoni;Peladilla;Grande;1
Pacífico;Peces;PezOseo;Cynoscion nortoni;Peladilla;Mediano;1
Pacífico;Peces;PezOseo;Cynoscion nortoni;Peladilla;Pequeño;1
Pacífico;Peces;PezOseo;Cynoscion nortoni;Peladilla;Revuelto;1
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Extragrande;1
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Grande;2934
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Mediano;352
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Pequeño;628
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Pescado especial;2
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Pescado menudo;2
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Ranfaña;5
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Revuelto;2325
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Varios tamaños;614
Pacífico;Peces;PezOseo;Cynoscion spp.;Corvina;Grande;1
Pacífico;Peces;PezOseo;Cynoscion spp.;Corvina;Mediano;2
Pacífico;Peces;PezOseo;Cynoscion spp.;Corvina;Pequeño;1
Pacífico;Peces;PezOseo;Cynoscion spp.;Corvina;Pescado especial;1
Pacífico;Peces;PezOseo;Cynoscion spp.;Corvina;Revuelto;15
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Extragrande;3
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Grande;821
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Mediano;54
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Pequeño;26
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Pescado menudo;1
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Revuelto;75
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Varios tamaños;41
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Grande;124
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Mediano;130
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Pequeño;300
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Pescado grueso;1
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Pescado menudo;29
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Ranfaña;309
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Revuelto;284
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Varios tamaños;289
Pacífico;Peces;PezOseo;Diplectrum pacificum;Cagua;Grande;1
Pacífico;Peces;PezOseo;Diplectrum pacificum;Cagua;Pequeño;10
Pacífico;Peces;PezOseo;Diplectrum pacificum;Cagua;Revuelto;6
Pacífico;Peces;PezOseo;Diplectrum spp.;Cagua Bocón;Grande;347
Pacífico;Peces;PezOseo;Diplectrum spp.;Cagua Bocón;Pequeño;8
Pacífico;Peces;PezOseo;Diplectrum spp.;Cagua Bocón;Revuelto;14
Pacífico;Moluscos;Bivalvo;Donax dentifer;Almeja;Revuelto;32
Pacífico;Moluscos;Pulpos/Calamares;Dosidicus gigas;Calamar pota;Grande;5
Pacífico;Moluscos;Pulpos/Calamares;Dosidicus gigas;Calamar pota;Pequeño;1
Pacífico;Moluscos;Pulpos/Calamares;Dosidicus gigas;Calamar pota;Revuelto;33
Pacífico;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Grande;1
Pacífico;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Revuelto;1
Pacífico;Peces;PezOseo;Elattarchus archidium;Cajero sierra;Grande;1
Pacífico;Peces;PezOseo;Elops affinis;Lisa espinosa;Grande;48
Pacífico;Peces;PezOseo;Elops affinis;Lisa espinosa;Mediano;2
Pacífico;Peces;PezOseo;Elops affinis;Lisa espinosa;Pequeño;4
Pacífico;Peces;PezOseo;Elops affinis;Lisa espinosa;Revuelto;4
Pacífico;Peces;PezOseo;Epinephelus analogus;Cabrilla;Extragrande;1
Pacífico;Peces;PezOseo;Epinephelus analogus;Cabrilla;Grande;122
Pacífico;Peces;PezOseo;Epinephelus analogus;Cabrilla;Mediano;14
Pacífico;Peces;PezOseo;Epinephelus analogus;Cabrilla;Pequeño;43
Pacífico;Peces;PezOseo;Epinephelus analogus;Cabrilla;Revuelto;17
Pacífico;Peces;PezOseo;Epinephelus analogus;Cabrilla;Varios tamaños;5
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Extragrande;7
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Grande;258
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Mediano;238
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Pequeño;260
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Pescado especial;281
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Ranfaña;5
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Revuelto;10
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Varios tamaños;2
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Extragrande;3
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Grande;369
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Mediano;167
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Pequeño;69
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Pescado especial;115
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Revuelto;31
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Varios tamaños;28
Pacífico;Peces;PezOseo;Eucinostomus currani;Leiro;Pequeño;4
Pacífico;Peces;PezOseo;Eucinostomus currani;Leiro;Revuelto;27
Pacífico;Peces;PezOseo;Eucinostomus currani;Leiro;Varios tamaños;86
Pacífico;Peces;PezOseo;Eucinostomus dowii;Palometa;Grande;1
Pacífico;Peces;PezOseo;Eucinostomus dowii;Palometa;Pequeño;24
Pacífico;Peces;PezOseo;Eucinostomus dowii;Palometa;Pescado menudo;7
Pacífico;Peces;PezOseo;Euprepocaranx dorsalis;Jurel pampano;Pequeño;1
Pacífico;Peces;PezOseo;Euprepocaranx dorsalis;Jurel pampano;Revuelto;15
Pacífico;Peces;PezOseo;Euthynnus lineatus;Atún patiseca;Extragrande;59
Pacífico;Peces;PezOseo;Euthynnus lineatus;Atún patiseca;Grande;303
Pacífico;Peces;PezOseo;Euthynnus lineatus;Atún patiseca;Mediano;77
Pacífico;Peces;PezOseo;Euthynnus lineatus;Atún patiseca;Pequeño;67
Pacífico;Peces;PezOseo;Euthynnus lineatus;Atún patiseca;Ranfaña;1
Pacífico;Peces;PezOseo;Euthynnus lineatus;Atún patiseca;Revuelto;221
Pacífico;Peces;PezOseo;Euthynnus lineatus;Atún patiseca;Varios tamaños;77
Pacífico;Peces;PezOseo;Genyatremus dovii;Curruca tres rayas;Pequeño;1
Pacífico;Peces;PezOseo;Genyatremus pacifici;Curruca tres rayas;Grande;4
Pacífico;Peces;PezOseo;Genyatremus pacifici;Curruca tres rayas;Mediano;2
Pacífico;Peces;PezOseo;Genyatremus pacifici;Curruca tres rayas;Pequeño;8
Pacífico;Peces;PezOseo;Genyatremus pacifici;Curruca tres rayas;Pescado menudo;1
Pacífico;Peces;PezOseo;Genyatremus pacifici;Curruca tres rayas;Revuelto;55
Pacífico;Peces;PezOseo;Genyatremus pacifici;Curruca tres rayas;Varios tamaños;35
Pacífico;Peces;PezOseo;Haemulon scudderii;Roncador;Mediano;1
Pacífico;Peces;PezOseo;Haemulon scudderii;Roncador;Pequeño;2
Pacífico;Peces;PezOseo;Haemulon scudderii;Roncador;Revuelto;28
Pacífico;Peces;PezOseo;Haemulon scudderii;Roncador;Varios tamaños;11
Pacífico;Peces;PezOseo;Haemulopsis axillaris;Roncador;Extragrande;3
Pacífico;Peces;PezOseo;Haemulopsis axillaris;Roncador;Grande;82
Pacífico;Peces;PezOseo;Haemulopsis axillaris;Roncador;Mediano;51
Pacífico;Peces;PezOseo;Haemulopsis axillaris;Roncador;Pequeño;63
Pacífico;Peces;PezOseo;Haemulopsis axillaris;Roncador;Pescado menudo;18
Pacífico;Peces;PezOseo;Haemulopsis axillaris;Roncador;Revuelto;8
Pacífico;Peces;PezOseo;Haemulopsis elongatus;Kiskis Llama marea;Grande;7
Pacífico;Peces;PezOseo;Haemulopsis elongatus;Kiskis Llama marea;Mediano;4
Pacífico;Peces;PezOseo;Haemulopsis elongatus;Kiskis Llama marea;Pequeño;3
Pacífico;Peces;PezOseo;Haemulopsis elongatus;Kiskis Llama marea;Pescado menudo;1
Pacífico;Peces;PezOseo;Haemulopsis elongatus;Kiskis Llama marea;Revuelto;8
Pacífico;Peces;PezOseo;Haemulopsis leuciscus;Roncador;Pequeño;6
Pacífico;Peces;PezOseo;Haemulopsis leuciscus;Roncador;Ranfaña;272
Pacífico;Peces;PezOseo;Haemulopsis leuciscus;Roncador;Revuelto;76
Pacífico;Peces;PezOseo;Haemulopsis leuciscus;Roncador;Varios tamaños;10
Pacífico;Peces;PezOseo;Haemulopsis nitidus;Roncador;Grande;1
Pacífico;Peces;PezOseo;Haemulopsis nitidus;Roncador;Pequeño;1
Pacífico;Peces;PezOseo;Haemulopsis nitidus;Roncador;Ranfaña;22
Pacífico;Peces;PezOseo;Haemulopsis nitidus;Roncador;Revuelto;3
Pacífico;Peces;PezOseo;Hemanthias peruanus;Pargo nylon amarillo;Pequeño;2
Pacífico;Peces;PezOseo;Hemanthias peruanus;Pargo nylon amarillo;Revuelto;1
Pacífico;Peces;PezOseo;Hemanthias signifer;Pargo nylon;Grande;2
Pacífico;Peces;PezOseo;Hemanthias signifer;Pargo nylon;Mediano;1
Pacífico;Peces;PezOseo;Hemicaranx zelotes;Comegargajo;Revuelto;11
Pacífico;Peces;PezOseo;Hemiramphus saltator;Aguja;Grande;47
Pacífico;Peces;PezOseo;Hemiramphus saltator;Aguja;Mediano;6
Pacífico;Peces;PezOseo;Hemiramphus saltator;Aguja;Pequeño;6
Pacífico;Peces;PezOseo;Hemiramphus saltator;Aguja;Revuelto;112
Pacífico;Peces;PezOseo;Hemiramphus saltator;Aguja;Varios tamaños;9
Pacífico;Peces;PezOseo;Hoplopagrus guentherii;Pargo roquero;Extragrande;1
Pacífico;Peces;PezOseo;Hoplopagrus guentherii;Pargo roquero;Grande;149
Pacífico;Peces;PezOseo;Hoplopagrus guentherii;Pargo roquero;Mediano;5
Pacífico;Peces;PezOseo;Hoplopagrus guentherii;Pargo roquero;Pequeño;5
Pacífico;Peces;PezOseo;Hoplopagrus guentherii;Pargo roquero;Revuelto;43
Pacífico;Peces;PezOseo;Hoplopagrus guentherii;Pargo roquero;Varios tamaños;11
Pacífico;Peces;PezOseo;Hyporhamphus spp.;Agujeta blanca;Varios tamaños;20
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Extragrande;1
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Grande;1786
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Mediano;15
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Pequeño;669
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Ranfaña;2
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Revuelto;34
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Varios tamaños;1
Pacífico;Peces;PezOseo;Hyporthodus niphobles;Morico verde;Grande;165
Pacífico;Peces;PezOseo;Hyporthodus niphobles;Morico verde;Mediano;1
Pacífico;Peces;PezOseo;Hyporthodus niphobles;Morico verde;Pequeño;70
Pacífico;Peces;PezOseo;Hyporthodus niphobles;Morico verde;Revuelto;8
Pacífico;Peces;PezOseo;Isopisthus remifer;Pelada nocrio;Grande;6
Pacífico;Peces;PezOseo;Isopisthus remifer;Pelada nocrio;Mediano;15
Pacífico;Peces;PezOseo;Isopisthus remifer;Pelada nocrio;Pequeño;132
Pacífico;Peces;PezOseo;Isopisthus remifer;Pelada nocrio;Pescado menudo;6
Pacífico;Peces;PezOseo;Isopisthus remifer;Pelada nocrio;Revuelto;2
Pacífico;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Grande;31
Pacífico;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Mediano;24
Pacífico;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Revuelto;29
Pacífico;Peces;PezOseo;Katsuwonus pelamis;Atún barrilete;Extragrande;1
Pacífico;Peces;PezOseo;Katsuwonus pelamis;Atún barrilete;Grande;8
Pacífico;Peces;PezOseo;Katsuwonus pelamis;Atún barrilete;Revuelto;1
Pacífico;Peces;PezOseo;Kyphosus elegans;Chopa barrilete;Grande;1
Pacífico;Peces;PezOseo;Kyphosus elegans;Chopa barrilete;Mediano;1
Pacífico;Peces;PezOseo;Kyphosus elegans;Chopa barrilete;Pequeño;1
Pacífico;Peces;PezOseo;Kyphosus elegans;Chopa barrilete;Revuelto;1
Pacífico;Peces;PezOseo;Kyphosus elegans;Chopa barrilete;Varios tamaños;39
Pacífico;Peces;PezOseo;Kyphosus ocyurus;Bonito;Grande;34
Pacífico;Peces;PezOseo;Kyphosus ocyurus;Bonito;Mediano;5
Pacífico;Peces;PezOseo;Kyphosus ocyurus;Bonito;Pequeño;5
Pacífico;Peces;PezOseo;Kyphosus ocyurus;Bonito;Revuelto;10
Pacífico;Peces;PezOseo;Larimus acclivis;Cajero;Grande;10
Pacífico;Peces;PezOseo;Larimus acclivis;Cajero;Mediano;27
Pacífico;Peces;PezOseo;Larimus acclivis;Cajero;Pequeño;189
Pacífico;Peces;PezOseo;Larimus acclivis;Cajero;Pescado menudo;17
Pacífico;Peces;PezOseo;Larimus acclivis;Cajero;Ranfaña;466
Pacífico;Peces;PezOseo;Larimus acclivis;Cajero;Revuelto;118
Pacífico;Peces;PezOseo;Larimus argenteus;Cajero;Grande;68
Pacífico;Peces;PezOseo;Larimus argenteus;Cajero;Mediano;9
Pacífico;Peces;PezOseo;Larimus argenteus;Cajero;Pequeño;5
Pacífico;Peces;PezOseo;Larimus argenteus;Cajero;Revuelto;194
Pacífico;Peces;PezOseo;Larimus argenteus;Cajero;Varios tamaños;1
Pacífico;Peces;PezOseo;Larimus effulgens;Cajero;Grande;39
Pacífico;Peces;PezOseo;Larimus effulgens;Cajero;Mediano;16
Pacífico;Peces;PezOseo;Larimus effulgens;Cajero;Pequeño;49
Pacífico;Peces;PezOseo;Larimus effulgens;Cajero;Pescado menudo;19
Pacífico;Peces;PezOseo;Larimus effulgens;Cajero;Ranfaña;16
Pacífico;Peces;PezOseo;Larimus effulgens;Cajero;Revuelto;81
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Grande;195
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Mediano;221
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Pequeño;726
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Pescado menudo;175
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Ranfaña;57
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Revuelto;679
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Varios tamaños;431
Pacífico;Moluscos;Bivalvo;Larkinia grandis;Sangara;Grande;2
Pacífico;Moluscos;Bivalvo;Larkinia grandis;Sangara;Revuelto;6
Pacífico;Peces;PezOseo;Lepophidium negropinna;Perla;Grande;3
Pacífico;Peces;PezOseo;Lepophidium negropinna;Perla;Pequeño;2
Pacífico;Peces;PezOseo;Lepophidium negropinna;Perla;Revuelto;87
Pacífico;Peces;PezOseo;Lepophidium spp.;Perla;Pequeño;1
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Extragrande;14
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Grande;1776
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Mediano;257
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Pequeño;518
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Ranfaña;44
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Revuelto;197
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Varios tamaños;194
Pacífico;Moluscos;Pulpos/Calamares;Lolliguncula diomedeae;Calamar;Grande;29
Pacífico;Moluscos;Pulpos/Calamares;Lolliguncula diomedeae;Calamar;Mediano;6
Pacífico;Moluscos;Pulpos/Calamares;Lolliguncula diomedeae;Calamar;Pequeño;132
Pacífico;Moluscos;Pulpos/Calamares;Lolliguncula diomedeae;Calamar;Revuelto;38
Pacífico;Moluscos;Pulpos/Calamares;Lolliguncula diomedeae;Calamar;Varios tamaños;56
Pacífico;Peces;PezOseo;Lutjanus aratus;Pargo jilguero;Grande;16
Pacífico;Peces;PezOseo;Lutjanus aratus;Pargo jilguero;Mediano;7
Pacífico;Peces;PezOseo;Lutjanus aratus;Pargo jilguero;Pequeño;15
Pacífico;Peces;PezOseo;Lutjanus aratus;Pargo jilguero;Revuelto;20
Pacífico;Peces;PezOseo;Lutjanus aratus;Pargo jilguero;Varios tamaños;58
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Extragrande;2
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Grande;518
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Mediano;80
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Pequeño;170
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Pescado especial;4
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Pescado menudo;1
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Platero (para pargos);12
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Revuelto;322
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Varios tamaños;1003
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Grande;218
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Mediano;13
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Pequeño;5
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Pescado especial;3
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Platero (para pargos);11
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Revuelto;49
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Varios tamaños;299
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Extragrande;5
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Grande;312
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Mediano;1736
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Pequeño;1546
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Pescado especial;459
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Pescado menudo;16
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Platero (para pargos);2431
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Ranfaña;3
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Revuelto;643
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Varios tamaños;88
Pacífico;Peces;PezOseo;Lutjanus jordani;Pargo jilguero;Grande;5
Pacífico;Peces;PezOseo;Lutjanus jordani;Pargo jilguero;Mediano;12
Pacífico;Peces;PezOseo;Lutjanus jordani;Pargo jilguero;Pequeño;15
Pacífico;Peces;PezOseo;Lutjanus jordani;Pargo jilguero;Platero (para pargos);8
Pacífico;Peces;PezOseo;Lutjanus jordani;Pargo jilguero;Revuelto;60
Pacífico;Peces;PezOseo;Lutjanus jordani;Pargo jilguero;Varios tamaños;42
Pacífico;Peces;PezOseo;Lutjanus novemfasciatus;Pargo muelón;Grande;439
Pacífico;Peces;PezOseo;Lutjanus novemfasciatus;Pargo muelón;Mediano;67
Pacífico;Peces;PezOseo;Lutjanus novemfasciatus;Pargo muelón;Pequeño;1
Pacífico;Peces;PezOseo;Lutjanus novemfasciatus;Pargo muelón;Revuelto;12
Pacífico;Peces;PezOseo;Lutjanus novemfasciatus;Pargo muelón;Varios tamaños;68
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Extragrande;22
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Grande;637
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Mediano;266
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Pequeño;27
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Pescado especial;4
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Pescado menudo;2
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Platero (para pargos);207
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Ranfaña;4
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Revuelto;336
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Varios tamaños;37
Pacífico;Peces;PezOseo;Lutjanus spp.;Pargos;Revuelto;3
Pacífico;Peces;PezOseo;Lutjanus spp.;Pargos;Varios tamaños;2
Pacífico;Peces;PezOseo;Macrodon mordax;Pelada amarilladentona cagona;Grande;970
Pacífico;Peces;PezOseo;Macrodon mordax;Pelada amarilladentona cagona;Mediano;307
Pacífico;Peces;PezOseo;Macrodon mordax;Pelada amarilladentona cagona;Pequeño;116
Pacífico;Peces;PezOseo;Macrodon mordax;Pelada amarilladentona cagona;Pescado especial;2
Pacífico;Peces;PezOseo;Macrodon mordax;Pelada amarilladentona cagona;Pescado menudo;2
Pacífico;Peces;PezOseo;Macrodon mordax;Pelada amarilladentona cagona;Revuelto;411
Pacífico;Peces;PezOseo;Macrodon mordax;Pelada amarilladentona cagona;Varios tamaños;1
Pacífico;Peces;PezOseo;Makaira spp.;Marlin blanco;Grande;1
Pacífico;Peces;PezOseo;Megalops atlanticus;Sábalo;Grande;9
Pacífico;Peces;PezOseo;Megalops atlanticus;Sábalo;Ranfaña;1
Pacífico;Peces;PezOseo;Megalops atlanticus;Sábalo;Varios tamaños;2
Pacífico;Moluscos;Caracol;Melongena patula;Caracol pateburro;Grande;21
Pacífico;Moluscos;Caracol;Melongena patula;Caracol pateburro;Mediano;2
Pacífico;Moluscos;Caracol;Melongena patula;Caracol pateburro;Pequeño;450
Pacífico;Moluscos;Caracol;Melongena patula;Caracol pateburro;Revuelto;465
Pacífico;Moluscos;Caracol;Melongena patula;Caracol pateburro;Varios tamaños;251
Pacífico;Peces;PezOseo;Menticirrhus nasus;Botellona;Extragrande;1
Pacífico;Peces;PezOseo;Menticirrhus nasus;Botellona;Grande;37
Pacífico;Peces;PezOseo;Menticirrhus nasus;Botellona;Mediano;7
Pacífico;Peces;PezOseo;Menticirrhus nasus;Botellona;Pequeño;5
Pacífico;Peces;PezOseo;Menticirrhus nasus;Botellona;Pescado menudo;1
Pacífico;Peces;PezOseo;Menticirrhus nasus;Botellona;Revuelto;17
Pacífico;Peces;PezOseo;Menticirrhus nasus;Botellona;Varios tamaños;5
Pacífico;Peces;PezOseo;Menticirrhus panamensis;Botellona;Grande;80
Pacífico;Peces;PezOseo;Menticirrhus panamensis;Botellona;Mediano;4
Pacífico;Peces;PezOseo;Menticirrhus panamensis;Botellona;Pequeño;2
Pacífico;Peces;PezOseo;Menticirrhus panamensis;Botellona;Ranfaña;3
Pacífico;Peces;PezOseo;Menticirrhus panamensis;Botellona;Revuelto;175
Pacífico;Peces;PezOseo;Menticirrhus spp.;Coroncoros;Grande;195
Pacífico;Peces;PezOseo;Menticirrhus spp.;Coroncoros;Mediano;9
Pacífico;Peces;PezOseo;Menticirrhus spp.;Coroncoros;Pequeño;47
Pacífico;Peces;PezOseo;Menticirrhus spp.;Coroncoros;Ranfaña;2
Pacífico;Peces;PezOseo;Menticirrhus spp.;Coroncoros;Revuelto;41
Pacífico;Peces;PezOseo;Menticirrhus spp.;Coroncoros;Varios tamaños;99
Pacífico;Peces;PezOseo;Microspathodon bairdii;Tilapia de mar;Mediano;1
Pacífico;Peces;PezOseo;Mugil cephalus;Lisa rayada;Grande;574
Pacífico;Peces;PezOseo;Mugil cephalus;Lisa rayada;Mediano;83
Pacífico;Peces;PezOseo;Mugil cephalus;Lisa rayada;Pequeño;189
Pacífico;Peces;PezOseo;Mugil cephalus;Lisa rayada;Ranfaña;2
Pacífico;Peces;PezOseo;Mugil cephalus;Lisa rayada;Revuelto;691
Pacífico;Peces;PezOseo;Mugil cephalus;Lisa rayada;Varios tamaños;1231
