Cuenca o Litoral;Estrato menor;Estrato;Sitio desembarco;Tipo de unidad;Mes;Epoca;Cuartil_inf;Cuartil_sup
Atrato;Río Atrato;Río Atrato;San Antonio de Padua;UEP;12;Meses Epoca Alta;5.72;391.45
Atrato;Río Atrato;Río Atrato;San Antonio de Padua;UTA;2;Meses Epoca Alta;171.013;11.725.266
Atrato;Río Atrato;Río Atrato;San Antonio de Padua;UTA;3;Meses Epoca Media;50.897;1.235.676
Atrato;Río Atrato;Río Atrato;San Antonio de Padua;UTA;4;Meses Epoca Media;50.897;1.235.676
Atrato;Río Atrato;Río Atrato;San Antonio de Padua;UTA;5;Meses Epoca Baja;31.682;801.642
Atrato;Río Atrato;Río Atrato;San Antonio de Padua;UTA;8;Meses Epoca Baja;31.682;801.642
Atrato;Río Atrato;Río Atrato;San Antonio de Padua;UTA;9;Meses Epoca Baja;31.682;801.642
Atrato;Río Atrato;Río Atrato;San Antonio de Padua;UTA;10;Meses Epoca Baja;31.682;801.642
Atrato;Río Atrato;Río Atrato;San Antonio de Padua;UTA;11;Meses Epoca Baja;31.682;801.642
Atrato;Río Atrato;Río Atrato;San Antonio de Padua;UTA;12;Meses Epoca Alta;171.013;11.725.266
Atrato;Río Atrato;Río Atrato;San Alejandro;UEP;1;Meses Epoca Alta;5.4;179.518
Atrato;Río Atrato;Río Atrato;San Alejandro;UEP;2;Meses Epoca Alta;5.4;179.518
Atrato;Río Atrato;Río Atrato;San Alejandro;UEP;3;Meses Epoca Alta;5.4;179.518
Atrato;Río Atrato;Río Atrato;San Alejandro;UEP;4;Meses Epoca Media;3.046;90.415
Atrato;Río Atrato;Río Atrato;San Alejandro;UEP;5;Meses Epoca Media;3.046;90.415
Atrato;Río Atrato;Río Atrato;San Alejandro;UEP;6;Meses Epoca Baja;2.748;36.508
Atrato;Río Atrato;Río Atrato;San Alejandro;UEP;7;Meses Epoca Baja;2.748;36.508
Atrato;Río Atrato;Río Atrato;San Alejandro;UEP;8;Meses Epoca Baja;2.748;36.508
Atrato;Río Atrato;Río Atrato;San Alejandro;UEP;9;Meses Epoca Baja;2.748;36.508
Atrato;Río Atrato;Río Atrato;San Alejandro;UEP;10;Meses Epoca Baja;2.748;36.508
Atrato;Río Atrato;Río Atrato;San Alejandro;UEP;11;Meses Epoca Baja;2.748;36.508
Atrato;Río Atrato;Río Atrato;San Alejandro;UEP;12;Meses Epoca Alta;5.4;179.518
Atrato;Río Atrato;Río Atrato;Buchadó;UEP;1;Meses Epoca Alta;1.535;87.364
Atrato;Río Atrato;Río Atrato;Buchadó;UEP;2;Meses Epoca Alta;1.535;87.364
Atrato;Río Atrato;Río Atrato;Buchadó;UEP;3;Meses Epoca Alta;1.535;87.364
Atrato;Río Atrato;Río Atrato;Buchadó;UEP;4;Meses Epoca Media;1.749;55.172
Atrato;Río Atrato;Río Atrato;Buchadó;UEP;5;Meses Epoca Media;1.749;55.172
Atrato;Río Atrato;Río Atrato;Buchadó;UEP;6;Meses Epoca Baja;1.64;18.936
Atrato;Río Atrato;Río Atrato;Buchadó;UEP;7;Meses Epoca Baja;1.64;18.936
Atrato;Río Atrato;Río Atrato;Buchadó;UEP;8;Meses Epoca Baja;1.64;18.936
Atrato;Río Atrato;Río Atrato;Buchadó;UEP;9;Meses Epoca Baja;1.64;18.936
Atrato;Río Atrato;Río Atrato;Buchadó;UEP;10;Meses Epoca Baja;1.64;18.936
Atrato;Río Atrato;Río Atrato;Buchadó;UEP;11;Meses Epoca Baja;1.64;18.936
Atrato;Río Atrato;Río Atrato;Buchadó;UEP;12;Meses Epoca Alta;1.535;87.364
Atrato;Río Atrato;Río Atrato;Buchadó;UTA;4;Meses Epoca Media;13.164;80.016
Atrato;Río Atrato;Río Atrato;Marriaga;UEP;1;Meses Epoca Alta;1.07;31
Atrato;Río Atrato;Río Atrato;Marriaga;UEP;2;Meses Epoca Alta;1.07;31
Atrato;Río Atrato;Río Atrato;Marriaga;UEP;3;Meses Epoca Alta;1.07;31
Atrato;Río Atrato;Río Atrato;Marriaga;UEP;4;Meses Epoca Media;0.83;21.905
Atrato;Río Atrato;Río Atrato;Marriaga;UEP;5;Meses Epoca Media;0.83;21.905
Atrato;Río Atrato;Río Atrato;Marriaga;UEP;6;Meses Epoca Baja;1.15;20
Atrato;Río Atrato;Río Atrato;Marriaga;UEP;7;Meses Epoca Baja;1.15;20
Atrato;Río Atrato;Río Atrato;Marriaga;UEP;8;Meses Epoca Baja;1.15;20
Atrato;Río Atrato;Río Atrato;Marriaga;UEP;9;Meses Epoca Baja;1.15;20
Atrato;Río Atrato;Río Atrato;Marriaga;UEP;10;Meses Epoca Baja;1.15;20
Atrato;Río Atrato;Río Atrato;Marriaga;UEP;11;Meses Epoca Baja;1.15;20
Atrato;Río Atrato;Río Atrato;Marriaga;UEP;12;Meses Epoca Alta;1.07;31
Atrato;Río Atrato;Río Atrato;Desembarcadero (Murindó);UEP;1;Meses Epoca Alta;5.162;125.506
Atrato;Río Atrato;Río Atrato;Desembarcadero (Murindó);UEP;2;Meses Epoca Alta;5.162;125.506
Atrato;Río Atrato;Río Atrato;Desembarcadero (Murindó);UEP;3;Meses Epoca Alta;5.162;125.506
Atrato;Río Atrato;Río Atrato;Desembarcadero (Murindó);UEP;4;Meses Epoca Media;53.715;58.217
Atrato;Río Atrato;Río Atrato;Desembarcadero (Murindó);UEP;5;Meses Epoca Media;53.715;58.217
Atrato;Río Atrato;Río Atrato;Desembarcadero (Murindó);UEP;6;Meses Epoca Baja;4.35;322.405
Atrato;Río Atrato;Río Atrato;Desembarcadero (Murindó);UEP;7;Meses Epoca Baja;4.35;322.405
Atrato;Río Atrato;Río Atrato;Desembarcadero (Murindó);UEP;8;Meses Epoca Baja;4.35;322.405
Atrato;Río Atrato;Río Atrato;Desembarcadero (Murindó);UEP;9;Meses Epoca Baja;4.35;322.405
Atrato;Río Atrato;Río Atrato;Desembarcadero (Murindó);UEP;10;Meses Epoca Baja;4.35;322.405
Atrato;Río Atrato;Río Atrato;Desembarcadero (Murindó);UEP;11;Meses Epoca Baja;4.35;322.405
Atrato;Río Atrato;Río Atrato;Desembarcadero (Murindó);UEP;12;Meses Epoca Alta;5.162;125.506
Magdalena;Río Cauca;Río Cauca - Tramo Alto;Desembarcadero (Supía);UEP;1;No patrón;6.7;9.3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;Desembarcadero (Supía);UEP;2;No patrón;6.7;9.3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;Desembarcadero (Supía);UEP;3;No patrón;6.7;9.3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;Desembarcadero (Supía);UEP;4;No patrón;6.7;9.3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;Desembarcadero (Supía);UEP;5;No patrón;6.7;9.3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;Desembarcadero (Supía);UEP;6;No patrón;6.7;9.3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;Desembarcadero (Supía);UEP;7;No patrón;6.7;9.3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;Desembarcadero (Supía);UEP;8;No patrón;6.7;9.3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;Desembarcadero (Supía);UEP;9;No patrón;6.7;9.3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;Desembarcadero (Supía);UEP;10;No patrón;6.7;9.3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;Desembarcadero (Supía);UEP;11;No patrón;6.7;9.3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;Desembarcadero (Supía);UEP;12;No patrón;6.7;9.3
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);IM;1;Meses Epoca Media;3.655;25.53
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);IM;2;Meses Epoca Alta;3.53;55.44
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);IM;3;Meses Epoca Media;3.655;25.53
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);IM;4;Meses Epoca Alta;3.53;55.44
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);IM;7;Meses Epoca Baja;1.07;21.73
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);IM;9;Meses Epoca Baja;1.07;21.73
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);IM;10;Meses Epoca Baja;1.07;21.73
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);IM;11;Meses Epoca Baja;1.07;21.73
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);IM;12;Meses Epoca Baja;1.07;21.73
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);MA;1;Meses Epoca Media;3.625;84
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);MA;2;Meses Epoca Alta;6.445;205.155
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);MA;3;Meses Epoca Alta;6.445;205.155
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);MA;4;Meses Epoca Alta;6.445;205.155
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);MA;5;Meses Epoca Baja;3;52.5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);MA;6;Meses Epoca Baja;3;52.5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);MA;7;Meses Epoca Baja;3;52.5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);MA;8;Meses Epoca Media;3.625;84
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);MA;9;Meses Epoca Baja;3;52.5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);MA;10;Meses Epoca Baja;3;52.5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);MA;11;Meses Epoca Baja;3;52.5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);MA;12;Meses Epoca Baja;3;52.5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);UEP;1;Meses Epoca Media;2.63;63.38
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);UEP;2;Meses Epoca Alta;3.5;75.03
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);UEP;3;Meses Epoca Alta;3.5;75.03
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);UEP;4;Meses Epoca Media;2.63;63.38
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);UEP;5;Meses Epoca Baja;1.5;32.86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);UEP;6;Meses Epoca Baja;1.5;32.86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);UEP;7;Meses Epoca Baja;1.5;32.86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);UEP;8;Meses Epoca Baja;1.5;32.86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);UEP;9;Meses Epoca Baja;1.5;32.86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);UEP;10;Meses Epoca Baja;1.5;32.86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);UEP;11;Meses Epoca Baja;1.5;32.86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;Buenavista (La Dorada);UEP;12;Meses Epoca Baja;1.5;32.86
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);IM;2;Meses Epoca Alta;7.997;273.416
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);IM;4;Meses Epoca Baja;67.756;169.096
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);IM;5;Meses Epoca Baja;67.756;169.096
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);IM;6;Meses Epoca Alta;7.997;273.416
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);IM;7;Meses Epoca Baja;67.756;169.096
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);PM;1;No patrón;628.335;532.745
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);PM;2;No patrón;628.335;532.745
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);PM;3;No patrón;628.335;532.745
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);PM;4;No patrón;628.335;532.745
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);PM;5;No patrón;628.335;532.745
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);PM;6;No patrón;628.335;532.745
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);PM;7;No patrón;628.335;532.745
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);PM;8;No patrón;628.335;532.745
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);PM;9;No patrón;628.335;532.745
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);PM;10;No patrón;628.335;532.745
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);PM;11;No patrón;628.335;532.745
Magdalena;Tramo Alto;Neiva;El Malecón (Neiva);PM;12;No patrón;628.335;532.745
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);IM;1;Meses Epoca Media;47.32;684.125
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);IM;2;Meses Epoca Media;47.32;684.125
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);IM;3;Meses Epoca Media;47.32;684.125
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);IM;4;Meses Epoca Baja;41.06;925.36
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);IM;5;Meses Epoca Baja;41.06;925.36
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);IM;6;Meses Epoca Baja;41.06;925.36
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);IM;7;Meses Epoca Baja;41.06;925.36
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);IM;8;Meses Epoca Baja;41.06;925.36
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);IM;9;Meses Epoca Baja;41.06;925.36
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);IM;10;Meses Epoca Baja;41.06;925.36
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);IM;11;Meses Epoca Baja;41.06;925.36
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);IM;12;Meses Epoca Alta;83.4;2494
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);MA;1;Meses Epoca Alta;22.775;1.352.825
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);MA;2;Meses Epoca Alta;22.775;1.352.825
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);MA;3;Meses Epoca Baja;202.125;4.388.025
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);MA;4;Meses Epoca Baja;202.125;4.388.025
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);MA;5;Meses Epoca Baja;202.125;4.388.025
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);MA;6;Meses Epoca Baja;202.125;4.388.025
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);MA;7;Meses Epoca Baja;202.125;4.388.025
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);MA;8;Meses Epoca Baja;202.125;4.388.025
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);MA;9;Meses Epoca Baja;202.125;4.388.025
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);MA;10;Meses Epoca Baja;202.125;4.388.025
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);MA;11;Meses Epoca Baja;202.125;4.388.025
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);MA;12;Meses Epoca Alta;22.775;1.352.825
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);PM;1;Meses Epoca Alta;11.9;345.8
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);PM;2;Meses Epoca Alta;11.9;345.8
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);PM;3;Meses Epoca Baja;12;221.86
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);PM;4;Meses Epoca Baja;12;221.86
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);PM;5;Meses Epoca Baja;12;221.86
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);PM;6;Meses Epoca Baja;12;221.86
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);PM;7;Meses Epoca Media;18.225;314.175
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);PM;8;Meses Epoca Media;18.225;314.175
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);PM;9;Meses Epoca Baja;12;221.86
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);PM;10;Meses Epoca Baja;12;221.86
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);PM;11;Meses Epoca Baja;12;221.86
Magdalena;Tramo Medio;Barrancabermeja;La Rampa (Barrancabermeja);PM;12;Meses Epoca Alta;11.9;345.8
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);IM;1;Meses Epoca Media;25.24;784.395
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);IM;2;Meses Epoca Media;25.24;784.395
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);IM;3;Meses Epoca Media;25.24;784.395
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);IM;4;Meses Epoca Baja;17.82;581.8
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);IM;5;Meses Epoca Baja;17.82;581.8
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);IM;6;Meses Epoca Baja;17.82;581.8
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);IM;7;Meses Epoca Baja;17.82;581.8
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);IM;8;Meses Epoca Baja;17.82;581.8
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);IM;9;Meses Epoca Baja;17.82;581.8
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);IM;10;Meses Epoca Baja;17.82;581.8
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);IM;11;Meses Epoca Baja;17.82;581.8
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);IM;12;Meses Epoca Alta;50.45;1350.86
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);PM;1;Meses Epoca Alta;25.595;470.3
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);PM;2;Meses Epoca Alta;25.595;470.3
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);PM;3;Meses Epoca Baja;13.4;263.7
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);PM;4;Meses Epoca Baja;13.4;263.7
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);PM;5;Meses Epoca Baja;13.4;263.7
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);PM;6;Meses Epoca Baja;13.4;263.7
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);PM;7;Meses Epoca Media;11.2;232.85
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);PM;8;Meses Epoca Media;11.2;232.85
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);PM;9;Meses Epoca Baja;13.4;263.7
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);PM;10;Meses Epoca Baja;13.4;263.7
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);PM;11;Meses Epoca Baja;13.4;263.7
Magdalena;Tramo Medio;Barrancabermeja;El Muelle (Barrancabermeja);PM;12;Meses Epoca Alta;25.595;470.3
Magdalena;Tramo Medio;Honda;Puerto Bogotá;MA;1;Meses Epoca Alta;12;58.9
Magdalena;Tramo Medio;Honda;Puerto Bogotá;MA;2;Meses Epoca Alta;12;58.9
Magdalena;Tramo Medio;Honda;Puerto Bogotá;MA;3;Meses Epoca Baja;13.5;123.3
Magdalena;Tramo Medio;Honda;Puerto Bogotá;PM;2;Meses Epoca Alta;49.74;137.6
Magdalena;Tramo Medio;Honda;Puerto Bogotá;PM;3;Meses Epoca Baja;11.1;1.445.188
Magdalena;Tramo Medio;Honda;Puerto Bogotá;PM;4;Meses Epoca Baja;11.1;1.445.188
Magdalena;Tramo Medio;Honda;Puerto Bogotá;PM;7;Meses Epoca Media;6.2;47.2
Magdalena;Tramo Medio;Honda;Puerto Bogotá;PM;8;Meses Epoca Media;6.2;47.2
Magdalena;Tramo Medio;Honda;Puerto Bogotá;UEP;1;Meses Epoca Alta;1.5;20
Magdalena;Tramo Medio;Honda;Puerto Bogotá;UEP;2;Meses Epoca Media;2.25;322.098
Magdalena;Tramo Medio;Honda;Puerto Bogotá;UEP;3;Meses Epoca Media;2.25;322.098
Magdalena;Tramo Medio;Honda;Puerto Bogotá;UEP;4;Meses Epoca Baja;1.5;13
Magdalena;Tramo Medio;Honda;Puerto Bogotá;UEP;5;Meses Epoca Baja;1.5;13
Magdalena;Tramo Medio;Honda;Puerto Bogotá;UEP;6;Meses Epoca Baja;1.5;13
Magdalena;Tramo Medio;Honda;Puerto Bogotá;UEP;7;Meses Epoca Media;2.25;322.098
Magdalena;Tramo Medio;Honda;Puerto Bogotá;UEP;8;Meses Epoca Baja;1.5;13
Magdalena;Tramo Medio;Honda;Puerto Bogotá;UEP;9;Meses Epoca Baja;1.5;13
Magdalena;Tramo Medio;Honda;Puerto Bogotá;UEP;10;Meses Epoca Baja;1.5;13
Magdalena;Tramo Medio;Honda;Puerto Bogotá;UEP;11;Meses Epoca Media;2.25;322.098
Magdalena;Tramo Medio;Honda;Puerto Bogotá;UEP;12;Meses Epoca Alta;1.5;20
Magdalena;Tramo Medio;Honda;Honda;IM;1;Meses Epoca Media;70.203;51.055
Magdalena;Tramo Medio;Honda;Honda;IM;2;Meses Epoca Media;70.203;51.055
Magdalena;Tramo Medio;Honda;Honda;IM;3;Meses Epoca Media;70.203;51.055
Magdalena;Tramo Medio;Honda;Honda;IM;4;Meses Epoca Baja;4.1;37.3
Magdalena;Tramo Medio;Honda;Honda;IM;5;Meses Epoca Baja;4.1;37.3
Magdalena;Tramo Medio;Honda;Honda;IM;6;Meses Epoca Baja;4.1;37.3
Magdalena;Tramo Medio;Honda;Honda;IM;7;Meses Epoca Baja;4.1;37.3
Magdalena;Tramo Medio;Honda;Honda;IM;8;Meses Epoca Baja;4.1;37.3
Magdalena;Tramo Medio;Honda;Honda;IM;9;Meses Epoca Baja;4.1;37.3
Magdalena;Tramo Medio;Honda;Honda;IM;10;Meses Epoca Baja;4.1;37.3
Magdalena;Tramo Medio;Honda;Honda;IM;11;Meses Epoca Baja;4.1;37.3
Magdalena;Tramo Medio;Honda;Honda;IM;12;Meses Epoca Alta;3.6;22.4
Magdalena;Tramo Medio;Honda;Honda;MA;1;Meses Epoca Alta;11.55;120.51
Magdalena;Tramo Medio;Honda;Honda;MA;2;Meses Epoca Alta;11.55;120.51
Magdalena;Tramo Medio;Honda;Honda;MA;3;Meses Epoca Baja;14.82;76.14
Magdalena;Tramo Medio;Honda;Honda;MA;4;Meses Epoca Baja;14.82;76.14
Magdalena;Tramo Medio;Honda;Honda;MA;5;Meses Epoca Baja;14.82;76.14
Magdalena;Tramo Medio;Honda;Honda;MA;6;Meses Epoca Baja;14.82;76.14
Magdalena;Tramo Medio;Honda;Honda;MA;7;Meses Epoca Baja;14.82;76.14
Magdalena;Tramo Medio;Honda;Honda;MA;8;Meses Epoca Baja;14.82;76.14
Magdalena;Tramo Medio;Honda;Honda;MA;9;Meses Epoca Baja;14.82;76.14
Magdalena;Tramo Medio;Honda;Honda;MA;10;Meses Epoca Baja;14.82;76.14
Magdalena;Tramo Medio;Honda;Honda;MA;11;Meses Epoca Baja;14.82;76.14
Magdalena;Tramo Medio;Honda;Honda;MA;12;Meses Epoca Alta;11.55;120.51
Magdalena;Tramo Medio;Honda;Honda;PM;1;Meses Epoca Alta;6.393;66.7
Magdalena;Tramo Medio;Honda;Honda;PM;2;Meses Epoca Alta;6.393;66.7
Magdalena;Tramo Medio;Honda;Honda;PM;3;Meses Epoca Baja;5.7;52.518
Magdalena;Tramo Medio;Honda;Honda;PM;4;Meses Epoca Baja;5.7;52.518
Magdalena;Tramo Medio;Honda;Honda;PM;5;Meses Epoca Baja;5.7;52.518
Magdalena;Tramo Medio;Honda;Honda;PM;6;Meses Epoca Baja;5.7;52.518
Magdalena;Tramo Medio;Honda;Honda;PM;7;Meses Epoca Media;6.66;43.38
Magdalena;Tramo Medio;Honda;Honda;PM;8;Meses Epoca Media;6.66;43.38
Magdalena;Tramo Medio;Honda;Honda;PM;9;Meses Epoca Baja;5.7;52.518
Magdalena;Tramo Medio;Honda;Honda;PM;10;Meses Epoca Baja;5.7;52.518
Magdalena;Tramo Medio;Honda;Honda;PM;11;Meses Epoca Baja;5.7;52.518
Magdalena;Tramo Medio;Honda;Honda;PM;12;Meses Epoca Alta;6.393;66.7
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);MA;1;Meses Epoca Alta;52.5;4.888.375
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);MA;2;Meses Epoca Alta;52.5;4.888.375
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);MA;3;Meses Epoca Baja;25.93;1.010.352
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);MA;4;Meses Epoca Baja;25.93;1.010.352
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);MA;5;Meses Epoca Baja;25.93;1.010.352
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);MA;6;Meses Epoca Baja;25.93;1.010.352
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);MA;7;Meses Epoca Baja;25.93;1.010.352
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);MA;8;Meses Epoca Baja;25.93;1.010.352
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);MA;9;Meses Epoca Baja;25.93;1.010.352
Magdalena;Tramo Medio;Puerto Berrío;Puerto de las Canoas (Puerto Berrío);MA;10;Meses Epoca Baja;25.93;1.010.352
