Cuenca o Litoral;Estrato menor;Estrato;Sitio desembarco;Tipo de unidad;Mes;Epoca;Cuartil_inf;Cuartil_sup
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Pueblo Nuevo;MA;7;Meses Epoca Alta;37.5;1772.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Pueblo Nuevo;MA;8;Meses Epoca Media;39;1459.1
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Pueblo Nuevo;MA;9;Meses Epoca Media;39;1459.1
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Pueblo Nuevo;MA;10;Meses Epoca Media;39;1459.1
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Pueblo Nuevo;MA;11;Meses Epoca Baja;39;1423.6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Pueblo Nuevo;MA;12;Meses Epoca Baja;39;1423.6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;IM;1;Meses Epoca Alta;7;232.25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;IM;2;Meses Epoca Alta;7;232.25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;IM;3;Meses Epoca Alta;7;232.25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;IM;4;Meses Epoca Alta;7;232.25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;IM;5;Meses Epoca Alta;7;232.25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;IM;6;Meses Epoca Media;5;217.45
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;IM;7;Meses Epoca Media;5;217.45
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;IM;8;Meses Epoca Baja;3;156.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;IM;9;Meses Epoca Media;5;217.45
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;IM;10;Meses Epoca Media;5;217.45
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;IM;11;Meses Epoca Media;5;217.45
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;IM;12;Meses Epoca Alta;7;232.25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;MA;7;No patrón;12.3;254.4
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;UEP;1;No patrón;7.925;160.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;UEP;3;No patrón;7.925;160.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;UEP;5;No patrón;7.925;160.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;UEP;10;No patrón;7.925;160.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;UEP;11;No patrón;7.925;160.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;El Piñal;UEP;12;No patrón;7.925;160.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;MA;2;No patrón;34.5;1295
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;MA;3;No patrón;34.5;1295
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;MA;5;No patrón;34.5;1295
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;UEP;1;Meses Epoca Alta;22.9;1355.6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;UEP;2;Meses Epoca Alta;22.9;1355.6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;UEP;3;Meses Epoca Alta;22.9;1355.6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;UEP;4;Meses Epoca Alta;22.9;1355.6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;UEP;5;Meses Epoca Alta;22.9;1355.6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;UEP;6;Meses Epoca Baja;12;218.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;UEP;7;Meses Epoca Baja;12;218.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;UEP;8;Meses Epoca Baja;12;218.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;UEP;9;Meses Epoca Baja;12;218.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;UEP;10;Meses Epoca Baja;12;218.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;UEP;11;Meses Epoca Baja;12;218.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Punta Bonita;UEP;12;Meses Epoca Baja;12;218.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;IM;5;No patrón;234.125;5.216.375
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;UEP;1;No patrón;3;97.975
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;UEP;2;No patrón;3;97.975
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;UEP;3;No patrón;3;97.975
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;UEP;4;Meses Epoca Alta;3.5;172.25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;UEP;5;Meses Epoca Alta;3.5;172.25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;UEP;6;Meses Epoca Alta;3.5;172.25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;UEP;7;Meses Epoca Alta;3.5;172.25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;UEP;8;No patrón;3;97.975
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;UEP;9;No patrón;3;97.975
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;UEP;10;No patrón;3;97.975
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;UEP;11;No patrón;3;97.975
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Betania - Naya;UEP;12;No patrón;3;97.975
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chamuscado - Naya;UEP;1;Meses Epoca Alta;4;91
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chamuscado - Naya;UEP;2;Meses Epoca Alta;4;91
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chamuscado - Naya;UEP;3;Meses Epoca Alta;4;91
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chamuscado - Naya;UEP;4;Meses Epoca Alta;4;91
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chamuscado - Naya;UEP;5;Meses Epoca Media;3;64.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chamuscado - Naya;UEP;6;Meses Epoca Media;3;64.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chamuscado - Naya;UEP;7;Meses Epoca Media;3;64.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chamuscado - Naya;UEP;8;Meses Epoca Baja;3;60.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chamuscado - Naya;UEP;9;Meses Epoca Baja;3;60.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chamuscado - Naya;UEP;10;No patrón;3;49.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chamuscado - Naya;UEP;11;No patrón;3;49.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chamuscado - Naya;UEP;12;No patrón;3;49.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Santa Cruz - Naya;UEP;1;No patrón;3.5;32.475
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Santa Cruz - Naya;UEP;2;No patrón;3.5;32.475
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Santa Cruz - Naya;UEP;3;Meses Epoca Alta;3.5;62.35
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Santa Cruz - Naya;UEP;4;Meses Epoca Alta;3.5;62.35
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Santa Cruz - Naya;UEP;5;Meses Epoca Alta;3.5;62.35
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Santa Cruz - Naya;UEP;6;Meses Epoca Baja;2.5;342.375
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Santa Cruz - Naya;UEP;7;Meses Epoca Baja;2.5;342.375
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Santa Cruz - Naya;UEP;8;Meses Epoca Media;3.5;38.875
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Santa Cruz - Naya;UEP;9;Meses Epoca Media;3.5;38.875
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Santa Cruz - Naya;UEP;10;Meses Epoca Media;3.5;38.875
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Santa Cruz - Naya;UEP;11;No patrón;3.5;32.475
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Santa Cruz - Naya;UEP;12;No patrón;3.5;32.475
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;MA;1;Meses Epoca Media;10.06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;MA;2;Meses Epoca Media;10.06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;MA;3;Meses Epoca Media;10.06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;MA;4;Meses Epoca Media;10.06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;MA;5;Meses Epoca Media;10.06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;MA;6;Meses Epoca Alta;25;313.25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;MA;7;Meses Epoca Alta;25;313.25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;MA;8;Meses Epoca Media;10.06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;MA;9;Meses Epoca Media;10.06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;MA;10;Meses Epoca Media;10.06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;MA;11;Meses Epoca Media;10.06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;MA;12;Meses Epoca Media;10.06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;UEP;1;Meses Epoca Baja;5;253.8
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;UEP;2;No patrón;4;300.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;UEP;3;Meses Epoca Alta;5.325;411.7
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;UEP;4;No patrón;4;300.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;UEP;5;No patrón;4;300.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;UEP;6;Meses Epoca Alta;5.325;411.7
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;UEP;7;No patrón;4;300.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;UEP;8;No patrón;4;300.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;UEP;9;No patrón;4;300.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;UEP;10;No patrón;4;300.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;UEP;11;No patrón;4;300.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Bazán La Bocana;UEP;12;Meses Epoca Baja;5;253.8
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);MA;1;No patrón;27.135;159.065
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);MA;2;Meses Epoca Alta;20;560.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);MA;3;Meses Epoca Alta;20;560.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);MA;4;Meses Epoca Alta;20;560.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);MA;5;Meses Epoca Alta;20;560.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);MA;6;Meses Epoca Media;12.65;256.75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);MA;7;Meses Epoca Media;12.65;256.75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);MA;8;Meses Epoca Media;12.65;256.75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);MA;9;Meses Epoca Media;12.65;256.75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);MA;10;Meses Epoca Media;12.65;256.75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);MA;11;Meses Epoca Media;12.65;256.75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);MA;12;Meses Epoca Media;12.65;256.75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Comercializadores independientes (Guapi);PM;3;No patrón;42.38;60.02
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Galería (Guapi);PM;1;Meses Epoca Alta;13.8;137.4
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Galería (Guapi);PM;2;Meses Epoca Media;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Galería (Guapi);PM;3;Meses Epoca Media;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Galería (Guapi);PM;4;Meses Epoca Media;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Galería (Guapi);PM;5;Meses Epoca Media;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Galería (Guapi);PM;6;Meses Epoca Media;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Galería (Guapi);PM;7;Meses Epoca Media;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Galería (Guapi);PM;8;Meses Epoca Media;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Galería (Guapi);PM;9;Meses Epoca Media;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Galería (Guapi);PM;10;Meses Epoca Media;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Galería (Guapi);PM;11;Meses Epoca Media;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Galería (Guapi);PM;12;Meses Epoca Media;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Limones;MA;1;Meses Epoca Media;11.9;307.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Limones;MA;2;Meses Epoca Media;11.9;307.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Limones;MA;3;Meses Epoca Media;11.9;307.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Limones;MA;4;Meses Epoca Media;11.9;307.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Limones;MA;5;Meses Epoca Alta;22;348
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Limones;MA;6;Meses Epoca Alta;22;348
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Limones;MA;7;Meses Epoca Alta;22;348
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Limones;MA;8;Meses Epoca Baja;8.1;180
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Limones;MA;9;Meses Epoca Baja;8.1;180
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Limones;MA;10;No patrón;10;331.6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Limones;MA;11;No patrón;10;331.6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Limones;MA;12;No patrón;10;331.6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;MA;1;Meses Epoca Media;20;365.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;MA;2;Meses Epoca Media;20;365.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;MA;3;Meses Epoca Media;20;365.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;MA;4;Meses Epoca Media;20;365.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;MA;5;Meses Epoca Media;20;365.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;MA;6;Meses Epoca Media;20;365.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;MA;7;Meses Epoca Media;20;365.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;MA;8;Meses Epoca Baja;10.4;163.2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;MA;9;Meses Epoca Media;20;365.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;MA;10;Meses Epoca Media;20;365.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;MA;11;Meses Epoca Media;20;365.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;MA;12;Meses Epoca Media;20;365.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Quiroga;PM;4;No patrón;21.35;117.65
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;IM;3;No patrón;134.85;168.15
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;MA;1;Meses Epoca Media;112;417.665
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;MA;2;Meses Epoca Baja;49.2;253.1
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;MA;3;No patrón;80.925;437.55
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;MA;4;Meses Epoca Media;112;417.665
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;MA;5;Meses Epoca Alta;114.85;570.025
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;MA;6;Meses Epoca Alta;114.85;570.025
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;MA;7;Meses Epoca Alta;114.85;570.025
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;MA;8;Meses Epoca Media;112;417.665
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;MA;9;Meses Epoca Media;112;417.665
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;MA;10;Meses Epoca Media;112;417.665
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;MA;11;Meses Epoca Media;112;417.665
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;MA;12;Meses Epoca Media;112;417.665
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;PM;3;No patrón;145.75;229.45
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;PM;9;No patrón;145.75;229.45
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Chacón;UEP;11;No patrón;239.5;239.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Corozal;MA;1;Meses Epoca Media;87.2;449.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Corozal;MA;2;Meses Epoca Baja;59.5;286.8
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Corozal;MA;3;No patrón;74.1;1029.6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Corozal;MA;4;Meses Epoca Media;87.2;449.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Corozal;MA;5;Meses Epoca Alta;119.5;541.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Corozal;MA;6;Meses Epoca Alta;119.5;541.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Corozal;MA;7;Meses Epoca Alta;119.5;541.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Corozal;MA;8;Meses Epoca Media;87.2;449.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Corozal;MA;9;Meses Epoca Media;87.2;449.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Corozal;MA;10;Meses Epoca Media;87.2;449.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Corozal;MA;11;Meses Epoca Media;87.2;449.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Corozal;MA;12;Meses Epoca Media;87.2;449.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;PM;1;Meses Epoca Media;17.2;101.8
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;PM;2;Meses Epoca Media;17.2;101.8
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;PM;3;Meses Epoca Alta;25.025;177.95
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;PM;4;Meses Epoca Alta;25.025;177.95
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;PM;5;Meses Epoca Alta;25.025;177.95
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;PM;6;Meses Epoca Alta;25.025;177.95
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;PM;7;Meses Epoca Baja;16;66.9
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;PM;8;Meses Epoca Baja;16;66.9
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;PM;9;Meses Epoca Baja;16;66.9
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;PM;10;Meses Epoca Baja;16;66.9
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;PM;11;Meses Epoca Baja;16;66.9
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;PM;12;Meses Epoca Baja;16;66.9
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;UEP;1;Meses Epoca Alta;30;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;UEP;2;Meses Epoca Alta;30;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;UEP;3;Meses Epoca Alta;30;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;UEP;4;Meses Epoca Alta;30;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;UEP;5;Meses Epoca Alta;30;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;UEP;6;Meses Epoca Alta;30;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;UEP;7;Meses Epoca Media;23.5;90
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;UEP;8;Meses Epoca Media;23.5;90
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;UEP;9;Meses Epoca Media;23.5;90
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;UEP;10;Meses Epoca Baja;27;99
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;UEP;11;Meses Epoca Baja;27;99
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;Timbiquí;UEP;12;Meses Epoca Baja;27;99
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;IM;1;Meses Epoca Baja;6.625;131.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;IM;2;Meses Epoca Baja;6.625;131.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;IM;3;No patrón;5.525;172
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;IM;4;No patrón;5.525;172
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;IM;5;Meses Epoca Media;9;157.9
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;IM;6;Meses Epoca Alta;43.2;178.4
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;IM;7;Meses Epoca Media;9;157.9
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;IM;8;Meses Epoca Media;9;157.9
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;IM;9;Meses Epoca Alta;43.2;178.4
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;IM;10;Meses Epoca Baja;6.625;131.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;IM;11;Meses Epoca Baja;6.625;131.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;IM;12;Meses Epoca Baja;6.625;131.5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;MA;1;No patrón;1.75;115.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;MA;2;No patrón;1.75;115.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;MA;3;No patrón;1.75;115.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;MA;4;No patrón;1.75;115.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;MA;5;No patrón;1.75;115.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;MA;6;No patrón;1.75;115.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;MA;7;No patrón;1.75;115.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;MA;8;No patrón;1.75;115.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;MA;9;No patrón;1.75;115.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;MA;10;No patrón;1.75;115.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;MA;11;No patrón;1.75;115.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;MA;12;No patrón;1.75;115.3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;La Ensenada;UEP;3;No patrón;4.65;7.8
