Cuenca o Litoral.x;Estrato menor;Estrato;No del sitio de desembarco;Sitio desembarco.x;Tipo de unidad.x;Mes;Epoca;Sitio_TU_Mes;Sitio_TU_Epoca;Cuenca o Litoral;Sitio desembarco.y;Tipo de unidad.y;Cuartil_inf;Cuartil_sup
Atrato;Río Atrato;Río Atrato;7;San Antonio de Padua;UTA;12;Meses Epoca Alta;San Antonio de Padua_UTA_12;San Antonio de Padua_UTA_Meses Epoca Alta;Atrato;San Antonio de Padua;UTA;171,01;11725,27
Atrato;Río Atrato;Río Atrato;8;San Alejandro;UEP;1;Meses Epoca Alta;San Alejandro_UEP_1;San Alejandro_UEP_Meses Epoca Alta;Atrato;San Alejandro;UEP;5,4;179,52
Atrato;Río Atrato;Río Atrato;8;San Alejandro;UEP;2;Meses Epoca Alta;San Alejandro_UEP_2;San Alejandro_UEP_Meses Epoca Alta;Atrato;San Alejandro;UEP;5,4;179,52
Atrato;Río Atrato;Río Atrato;8;San Alejandro;UEP;3;Meses Epoca Alta;San Alejandro_UEP_3;San Alejandro_UEP_Meses Epoca Alta;Atrato;San Alejandro;UEP;5,4;179,52
Atrato;Río Atrato;Río Atrato;8;San Alejandro;UEP;4;Meses Epoca Media;San Alejandro_UEP_4;San Alejandro_UEP_Meses Epoca Media;Atrato;San Alejandro;UEP;3,05;90,41
Atrato;Río Atrato;Río Atrato;8;San Alejandro;UEP;5;Meses Epoca Media;San Alejandro_UEP_5;San Alejandro_UEP_Meses Epoca Media;Atrato;San Alejandro;UEP;3,05;90,41
Atrato;Río Atrato;Río Atrato;8;San Alejandro;UEP;6;Meses Epoca Baja;San Alejandro_UEP_6;San Alejandro_UEP_Meses Epoca Baja;Atrato;San Alejandro;UEP;2,75;36,51
Atrato;Río Atrato;Río Atrato;8;San Alejandro;UEP;7;Meses Epoca Baja;San Alejandro_UEP_7;San Alejandro_UEP_Meses Epoca Baja;Atrato;San Alejandro;UEP;2,75;36,51
Atrato;Río Atrato;Río Atrato;8;San Alejandro;UEP;8;Meses Epoca Baja;San Alejandro_UEP_8;San Alejandro_UEP_Meses Epoca Baja;Atrato;San Alejandro;UEP;2,75;36,51
Atrato;Río Atrato;Río Atrato;8;San Alejandro;UEP;9;Meses Epoca Baja;San Alejandro_UEP_9;San Alejandro_UEP_Meses Epoca Baja;Atrato;San Alejandro;UEP;2,75;36,51
Atrato;Río Atrato;Río Atrato;8;San Alejandro;UEP;10;Meses Epoca Baja;San Alejandro_UEP_10;San Alejandro_UEP_Meses Epoca Baja;Atrato;San Alejandro;UEP;2,75;36,51
Atrato;Río Atrato;Río Atrato;8;San Alejandro;UEP;11;Meses Epoca Baja;San Alejandro_UEP_11;San Alejandro_UEP_Meses Epoca Baja;Atrato;San Alejandro;UEP;2,75;36,51
Atrato;Río Atrato;Río Atrato;8;San Alejandro;UEP;12;Meses Epoca Alta;San Alejandro_UEP_12;San Alejandro_UEP_Meses Epoca Alta;Atrato;San Alejandro;UEP;5,4;179,52
Atrato;Río Atrato;Río Atrato;9;Buchadó;UEP;1;Meses Epoca Alta;Buchadó_UEP_1;Buchadó_UEP_Meses Epoca Alta;Atrato;Buchadó;UEP;1,54;87,36
Atrato;Río Atrato;Río Atrato;9;Buchadó;UEP;2;Meses Epoca Alta;Buchadó_UEP_2;Buchadó_UEP_Meses Epoca Alta;Atrato;Buchadó;UEP;1,54;87,36
Atrato;Río Atrato;Río Atrato;9;Buchadó;UEP;3;Meses Epoca Alta;Buchadó_UEP_3;Buchadó_UEP_Meses Epoca Alta;Atrato;Buchadó;UEP;1,54;87,36
Atrato;Río Atrato;Río Atrato;9;Buchadó;UEP;4;Meses Epoca Media;Buchadó_UEP_4;Buchadó_UEP_Meses Epoca Media;Atrato;Buchadó;UEP;1,75;55,17
Atrato;Río Atrato;Río Atrato;9;Buchadó;UEP;5;Meses Epoca Media;Buchadó_UEP_5;Buchadó_UEP_Meses Epoca Media;Atrato;Buchadó;UEP;1,75;55,17
Atrato;Río Atrato;Río Atrato;9;Buchadó;UEP;6;Meses Epoca Baja;Buchadó_UEP_6;Buchadó_UEP_Meses Epoca Baja;Atrato;Buchadó;UEP;1,64;18,94
Atrato;Río Atrato;Río Atrato;9;Buchadó;UEP;7;Meses Epoca Baja;Buchadó_UEP_7;Buchadó_UEP_Meses Epoca Baja;Atrato;Buchadó;UEP;1,64;18,94
Atrato;Río Atrato;Río Atrato;9;Buchadó;UEP;8;Meses Epoca Baja;Buchadó_UEP_8;Buchadó_UEP_Meses Epoca Baja;Atrato;Buchadó;UEP;1,64;18,94
Atrato;Río Atrato;Río Atrato;9;Buchadó;UEP;9;Meses Epoca Baja;Buchadó_UEP_9;Buchadó_UEP_Meses Epoca Baja;Atrato;Buchadó;UEP;1,64;18,94
Atrato;Río Atrato;Río Atrato;9;Buchadó;UEP;10;Meses Epoca Baja;Buchadó_UEP_10;Buchadó_UEP_Meses Epoca Baja;Atrato;Buchadó;UEP;1,64;18,94
Atrato;Río Atrato;Río Atrato;9;Buchadó;UEP;11;Meses Epoca Baja;Buchadó_UEP_11;Buchadó_UEP_Meses Epoca Baja;Atrato;Buchadó;UEP;1,64;18,94
Atrato;Río Atrato;Río Atrato;9;Buchadó;UEP;12;Meses Epoca Alta;Buchadó_UEP_12;Buchadó_UEP_Meses Epoca Alta;Atrato;Buchadó;UEP;1,54;87,36
Atrato;Río Atrato;Río Atrato;9;Buchadó;UTA;4;Meses Epoca Media;Buchadó_UTA_4;Buchadó_UTA_Meses Epoca Media;Atrato;Buchadó;UTA;1,32;8
Atrato;Río Atrato;Río Atrato;10;Marriaga;UEP;1;Meses Epoca Alta;Marriaga_UEP_1;Marriaga_UEP_Meses Epoca Alta;Atrato;Marriaga;UEP;1,07;31
Atrato;Río Atrato;Río Atrato;10;Marriaga;UEP;2;Meses Epoca Alta;Marriaga_UEP_2;Marriaga_UEP_Meses Epoca Alta;Atrato;Marriaga;UEP;1,07;31
Atrato;Río Atrato;Río Atrato;10;Marriaga;UEP;3;Meses Epoca Alta;Marriaga_UEP_3;Marriaga_UEP_Meses Epoca Alta;Atrato;Marriaga;UEP;1,07;31
Atrato;Río Atrato;Río Atrato;10;Marriaga;UEP;4;Meses Epoca Media;Marriaga_UEP_4;Marriaga_UEP_Meses Epoca Media;Atrato;Marriaga;UEP;0,83;21,9
Atrato;Río Atrato;Río Atrato;10;Marriaga;UEP;5;Meses Epoca Media;Marriaga_UEP_5;Marriaga_UEP_Meses Epoca Media;Atrato;Marriaga;UEP;0,83;21,9
Atrato;Río Atrato;Río Atrato;10;Marriaga;UEP;6;Meses Epoca Baja;Marriaga_UEP_6;Marriaga_UEP_Meses Epoca Baja;Atrato;Marriaga;UEP;1,15;20
Atrato;Río Atrato;Río Atrato;10;Marriaga;UEP;7;Meses Epoca Baja;Marriaga_UEP_7;Marriaga_UEP_Meses Epoca Baja;Atrato;Marriaga;UEP;1,15;20
Atrato;Río Atrato;Río Atrato;10;Marriaga;UEP;8;Meses Epoca Baja;Marriaga_UEP_8;Marriaga_UEP_Meses Epoca Baja;Atrato;Marriaga;UEP;1,15;20
Atrato;Río Atrato;Río Atrato;10;Marriaga;UEP;9;Meses Epoca Baja;Marriaga_UEP_9;Marriaga_UEP_Meses Epoca Baja;Atrato;Marriaga;UEP;1,15;20
Atrato;Río Atrato;Río Atrato;10;Marriaga;UEP;10;Meses Epoca Baja;Marriaga_UEP_10;Marriaga_UEP_Meses Epoca Baja;Atrato;Marriaga;UEP;1,15;20
Atrato;Río Atrato;Río Atrato;10;Marriaga;UEP;11;Meses Epoca Baja;Marriaga_UEP_11;Marriaga_UEP_Meses Epoca Baja;Atrato;Marriaga;UEP;1,15;20
Atrato;Río Atrato;Río Atrato;10;Marriaga;UEP;12;Meses Epoca Alta;Marriaga_UEP_12;Marriaga_UEP_Meses Epoca Alta;Atrato;Marriaga;UEP;1,07;31
Atrato;Río Atrato;Río Atrato;11;Desembarcadero (Murindó);UEP;1;Meses Epoca Alta;Desembarcadero (Murindó)_UEP_1;Desembarcadero (Murindó)_UEP_Meses Epoca Alta;Atrato;Desembarcadero (Murindó);UEP;5,16;125,51
Atrato;Río Atrato;Río Atrato;11;Desembarcadero (Murindó);UEP;2;Meses Epoca Alta;Desembarcadero (Murindó)_UEP_2;Desembarcadero (Murindó)_UEP_Meses Epoca Alta;Atrato;Desembarcadero (Murindó);UEP;5,16;125,51
Atrato;Río Atrato;Río Atrato;11;Desembarcadero (Murindó);UEP;3;Meses Epoca Alta;Desembarcadero (Murindó)_UEP_3;Desembarcadero (Murindó)_UEP_Meses Epoca Alta;Atrato;Desembarcadero (Murindó);UEP;5,16;125,51
Atrato;Río Atrato;Río Atrato;11;Desembarcadero (Murindó);UEP;4;Meses Epoca Media;Desembarcadero (Murindó)_UEP_4;Desembarcadero (Murindó)_UEP_Meses Epoca Media;Atrato;Desembarcadero (Murindó);UEP;5,37;58,22
Atrato;Río Atrato;Río Atrato;11;Desembarcadero (Murindó);UEP;5;Meses Epoca Media;Desembarcadero (Murindó)_UEP_5;Desembarcadero (Murindó)_UEP_Meses Epoca Media;Atrato;Desembarcadero (Murindó);UEP;5,37;58,22
Atrato;Río Atrato;Río Atrato;11;Desembarcadero (Murindó);UEP;6;Meses Epoca Baja;Desembarcadero (Murindó)_UEP_6;Desembarcadero (Murindó)_UEP_Meses Epoca Baja;Atrato;Desembarcadero (Murindó);UEP;4,35;32,24
Atrato;Río Atrato;Río Atrato;11;Desembarcadero (Murindó);UEP;7;Meses Epoca Baja;Desembarcadero (Murindó)_UEP_7;Desembarcadero (Murindó)_UEP_Meses Epoca Baja;Atrato;Desembarcadero (Murindó);UEP;4,35;32,24
Atrato;Río Atrato;Río Atrato;11;Desembarcadero (Murindó);UEP;8;Meses Epoca Baja;Desembarcadero (Murindó)_UEP_8;Desembarcadero (Murindó)_UEP_Meses Epoca Baja;Atrato;Desembarcadero (Murindó);UEP;4,35;32,24
Atrato;Río Atrato;Río Atrato;11;Desembarcadero (Murindó);UEP;9;Meses Epoca Baja;Desembarcadero (Murindó)_UEP_9;Desembarcadero (Murindó)_UEP_Meses Epoca Baja;Atrato;Desembarcadero (Murindó);UEP;4,35;32,24
Atrato;Río Atrato;Río Atrato;11;Desembarcadero (Murindó);UEP;10;Meses Epoca Baja;Desembarcadero (Murindó)_UEP_10;Desembarcadero (Murindó)_UEP_Meses Epoca Baja;Atrato;Desembarcadero (Murindó);UEP;4,35;32,24
Atrato;Río Atrato;Río Atrato;11;Desembarcadero (Murindó);UEP;11;Meses Epoca Baja;Desembarcadero (Murindó)_UEP_11;Desembarcadero (Murindó)_UEP_Meses Epoca Baja;Atrato;Desembarcadero (Murindó);UEP;4,35;32,24
Atrato;Río Atrato;Río Atrato;11;Desembarcadero (Murindó);UEP;12;Meses Epoca Alta;Desembarcadero (Murindó)_UEP_12;Desembarcadero (Murindó)_UEP_Meses Epoca Alta;Atrato;Desembarcadero (Murindó);UEP;5,16;125,51
Magdalena;Río Cauca;Río Cauca - Tramo Alto;4;Desembarcadero (Supía);UEP;1;No patrón;Desembarcadero (Supía)_UEP_1;Desembarcadero (Supía)_UEP_No patrón;Magdalena;Desembarcadero (Supía);UEP;6,7;9,3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;4;Desembarcadero (Supía);UEP;2;No patrón;Desembarcadero (Supía)_UEP_2;Desembarcadero (Supía)_UEP_No patrón;Magdalena;Desembarcadero (Supía);UEP;6,7;9,3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;4;Desembarcadero (Supía);UEP;3;No patrón;Desembarcadero (Supía)_UEP_3;Desembarcadero (Supía)_UEP_No patrón;Magdalena;Desembarcadero (Supía);UEP;6,7;9,3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;4;Desembarcadero (Supía);UEP;4;No patrón;Desembarcadero (Supía)_UEP_4;Desembarcadero (Supía)_UEP_No patrón;Magdalena;Desembarcadero (Supía);UEP;6,7;9,3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;4;Desembarcadero (Supía);UEP;5;No patrón;Desembarcadero (Supía)_UEP_5;Desembarcadero (Supía)_UEP_No patrón;Magdalena;Desembarcadero (Supía);UEP;6,7;9,3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;4;Desembarcadero (Supía);UEP;6;No patrón;Desembarcadero (Supía)_UEP_6;Desembarcadero (Supía)_UEP_No patrón;Magdalena;Desembarcadero (Supía);UEP;6,7;9,3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;4;Desembarcadero (Supía);UEP;7;No patrón;Desembarcadero (Supía)_UEP_7;Desembarcadero (Supía)_UEP_No patrón;Magdalena;Desembarcadero (Supía);UEP;6,7;9,3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;4;Desembarcadero (Supía);UEP;8;No patrón;Desembarcadero (Supía)_UEP_8;Desembarcadero (Supía)_UEP_No patrón;Magdalena;Desembarcadero (Supía);UEP;6,7;9,3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;4;Desembarcadero (Supía);UEP;9;No patrón;Desembarcadero (Supía)_UEP_9;Desembarcadero (Supía)_UEP_No patrón;Magdalena;Desembarcadero (Supía);UEP;6,7;9,3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;4;Desembarcadero (Supía);UEP;10;No patrón;Desembarcadero (Supía)_UEP_10;Desembarcadero (Supía)_UEP_No patrón;Magdalena;Desembarcadero (Supía);UEP;6,7;9,3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;4;Desembarcadero (Supía);UEP;11;No patrón;Desembarcadero (Supía)_UEP_11;Desembarcadero (Supía)_UEP_No patrón;Magdalena;Desembarcadero (Supía);UEP;6,7;9,3
Magdalena;Río Cauca;Río Cauca - Tramo Alto;4;Desembarcadero (Supía);UEP;12;No patrón;Desembarcadero (Supía)_UEP_12;Desembarcadero (Supía)_UEP_No patrón;Magdalena;Desembarcadero (Supía);UEP;6,7;9,3
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);IM;1;Meses Epoca Media;Buenavista (La Dorada)_IM_1;Buenavista (La Dorada)_IM_Meses Epoca Media;Magdalena;Buenavista (La Dorada);IM;3,66;25,53
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);IM;2;Meses Epoca Alta;Buenavista (La Dorada)_IM_2;Buenavista (La Dorada)_IM_Meses Epoca Alta;Magdalena;Buenavista (La Dorada);IM;3,53;55,44
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);IM;3;Meses Epoca Media;Buenavista (La Dorada)_IM_3;Buenavista (La Dorada)_IM_Meses Epoca Media;Magdalena;Buenavista (La Dorada);IM;3,66;25,53
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);IM;4;Meses Epoca Alta;Buenavista (La Dorada)_IM_4;Buenavista (La Dorada)_IM_Meses Epoca Alta;Magdalena;Buenavista (La Dorada);IM;3,53;55,44
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);IM;7;Meses Epoca Baja;Buenavista (La Dorada)_IM_7;Buenavista (La Dorada)_IM_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);IM;1,07;21,73
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);IM;9;Meses Epoca Baja;Buenavista (La Dorada)_IM_9;Buenavista (La Dorada)_IM_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);IM;1,07;21,73
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);IM;10;Meses Epoca Baja;Buenavista (La Dorada)_IM_10;Buenavista (La Dorada)_IM_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);IM;1,07;21,73
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);IM;11;Meses Epoca Baja;Buenavista (La Dorada)_IM_11;Buenavista (La Dorada)_IM_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);IM;1,07;21,73
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);IM;12;Meses Epoca Baja;Buenavista (La Dorada)_IM_12;Buenavista (La Dorada)_IM_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);IM;1,07;21,73
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);MA;1;Meses Epoca Media;Buenavista (La Dorada)_MA_1;Buenavista (La Dorada)_MA_Meses Epoca Media;Magdalena;Buenavista (La Dorada);MA;3,62;84
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);MA;2;Meses Epoca Alta;Buenavista (La Dorada)_MA_2;Buenavista (La Dorada)_MA_Meses Epoca Alta;Magdalena;Buenavista (La Dorada);MA;6,45;205,15
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);MA;3;Meses Epoca Alta;Buenavista (La Dorada)_MA_3;Buenavista (La Dorada)_MA_Meses Epoca Alta;Magdalena;Buenavista (La Dorada);MA;6,45;205,15
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);MA;4;Meses Epoca Alta;Buenavista (La Dorada)_MA_4;Buenavista (La Dorada)_MA_Meses Epoca Alta;Magdalena;Buenavista (La Dorada);MA;6,45;205,15
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);MA;5;Meses Epoca Baja;Buenavista (La Dorada)_MA_5;Buenavista (La Dorada)_MA_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);MA;3;52,5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);MA;6;Meses Epoca Baja;Buenavista (La Dorada)_MA_6;Buenavista (La Dorada)_MA_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);MA;3;52,5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);MA;7;Meses Epoca Baja;Buenavista (La Dorada)_MA_7;Buenavista (La Dorada)_MA_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);MA;3;52,5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);MA;8;Meses Epoca Media;Buenavista (La Dorada)_MA_8;Buenavista (La Dorada)_MA_Meses Epoca Media;Magdalena;Buenavista (La Dorada);MA;3,62;84
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);MA;9;Meses Epoca Baja;Buenavista (La Dorada)_MA_9;Buenavista (La Dorada)_MA_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);MA;3;52,5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);MA;10;Meses Epoca Baja;Buenavista (La Dorada)_MA_10;Buenavista (La Dorada)_MA_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);MA;3;52,5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);MA;11;Meses Epoca Baja;Buenavista (La Dorada)_MA_11;Buenavista (La Dorada)_MA_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);MA;3;52,5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);MA;12;Meses Epoca Baja;Buenavista (La Dorada)_MA_12;Buenavista (La Dorada)_MA_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);MA;3;52,5
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);UEP;1;Meses Epoca Media;Buenavista (La Dorada)_UEP_1;Buenavista (La Dorada)_UEP_Meses Epoca Media;Magdalena;Buenavista (La Dorada);UEP;2,63;63,38
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);UEP;2;Meses Epoca Alta;Buenavista (La Dorada)_UEP_2;Buenavista (La Dorada)_UEP_Meses Epoca Alta;Magdalena;Buenavista (La Dorada);UEP;3,5;75,03
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);UEP;3;Meses Epoca Alta;Buenavista (La Dorada)_UEP_3;Buenavista (La Dorada)_UEP_Meses Epoca Alta;Magdalena;Buenavista (La Dorada);UEP;3,5;75,03
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);UEP;4;Meses Epoca Media;Buenavista (La Dorada)_UEP_4;Buenavista (La Dorada)_UEP_Meses Epoca Media;Magdalena;Buenavista (La Dorada);UEP;2,63;63,38
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);UEP;5;Meses Epoca Baja;Buenavista (La Dorada)_UEP_5;Buenavista (La Dorada)_UEP_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);UEP;1,5;32,86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);UEP;6;Meses Epoca Baja;Buenavista (La Dorada)_UEP_6;Buenavista (La Dorada)_UEP_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);UEP;1,5;32,86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);UEP;7;Meses Epoca Baja;Buenavista (La Dorada)_UEP_7;Buenavista (La Dorada)_UEP_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);UEP;1,5;32,86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);UEP;8;Meses Epoca Baja;Buenavista (La Dorada)_UEP_8;Buenavista (La Dorada)_UEP_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);UEP;1,5;32,86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);UEP;9;Meses Epoca Baja;Buenavista (La Dorada)_UEP_9;Buenavista (La Dorada)_UEP_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);UEP;1,5;32,86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);UEP;10;Meses Epoca Baja;Buenavista (La Dorada)_UEP_10;Buenavista (La Dorada)_UEP_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);UEP;1,5;32,86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);UEP;11;Meses Epoca Baja;Buenavista (La Dorada)_UEP_11;Buenavista (La Dorada)_UEP_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);UEP;1,5;32,86
Magdalena;Río La Miel;Vereda Buenavista - Río La Miel;6;Buenavista (La Dorada);UEP;12;Meses Epoca Baja;Buenavista (La Dorada)_UEP_12;Buenavista (La Dorada)_UEP_Meses Epoca Baja;Magdalena;Buenavista (La Dorada);UEP;1,5;32,86
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);IM;2;Meses Epoca Alta;El Malecón (Neiva)_IM_2;El Malecón (Neiva)_IM_Meses Epoca Alta;Magdalena;El Malecón (Neiva);IM;8;27,34
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);IM;4;Meses Epoca Baja;El Malecón (Neiva)_IM_4;El Malecón (Neiva)_IM_Meses Epoca Baja;Magdalena;El Malecón (Neiva);IM;6,78;16,91
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);IM;5;Meses Epoca Baja;El Malecón (Neiva)_IM_5;El Malecón (Neiva)_IM_Meses Epoca Baja;Magdalena;El Malecón (Neiva);IM;6,78;16,91
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);IM;6;Meses Epoca Alta;El Malecón (Neiva)_IM_6;El Malecón (Neiva)_IM_Meses Epoca Alta;Magdalena;El Malecón (Neiva);IM;8;27,34
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);IM;7;Meses Epoca Baja;El Malecón (Neiva)_IM_7;El Malecón (Neiva)_IM_Meses Epoca Baja;Magdalena;El Malecón (Neiva);IM;6,78;16,91
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);PM;1;No patrón;El Malecón (Neiva)_PM_1;El Malecón (Neiva)_PM_No patrón;Magdalena;El Malecón (Neiva);PM;6,28;53,27
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);PM;2;No patrón;El Malecón (Neiva)_PM_2;El Malecón (Neiva)_PM_No patrón;Magdalena;El Malecón (Neiva);PM;6,28;53,27
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);PM;3;No patrón;El Malecón (Neiva)_PM_3;El Malecón (Neiva)_PM_No patrón;Magdalena;El Malecón (Neiva);PM;6,28;53,27
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);PM;4;No patrón;El Malecón (Neiva)_PM_4;El Malecón (Neiva)_PM_No patrón;Magdalena;El Malecón (Neiva);PM;6,28;53,27
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);PM;5;No patrón;El Malecón (Neiva)_PM_5;El Malecón (Neiva)_PM_No patrón;Magdalena;El Malecón (Neiva);PM;6,28;53,27
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);PM;6;No patrón;El Malecón (Neiva)_PM_6;El Malecón (Neiva)_PM_No patrón;Magdalena;El Malecón (Neiva);PM;6,28;53,27
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);PM;7;No patrón;El Malecón (Neiva)_PM_7;El Malecón (Neiva)_PM_No patrón;Magdalena;El Malecón (Neiva);PM;6,28;53,27
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);PM;8;No patrón;El Malecón (Neiva)_PM_8;El Malecón (Neiva)_PM_No patrón;Magdalena;El Malecón (Neiva);PM;6,28;53,27
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);PM;9;No patrón;El Malecón (Neiva)_PM_9;El Malecón (Neiva)_PM_No patrón;Magdalena;El Malecón (Neiva);PM;6,28;53,27
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);PM;10;No patrón;El Malecón (Neiva)_PM_10;El Malecón (Neiva)_PM_No patrón;Magdalena;El Malecón (Neiva);PM;6,28;53,27
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);PM;11;No patrón;El Malecón (Neiva)_PM_11;El Malecón (Neiva)_PM_No patrón;Magdalena;El Malecón (Neiva);PM;6,28;53,27
Magdalena;Tramo Alto;Neiva;1;El Malecón (Neiva);PM;12;No patrón;El Malecón (Neiva)_PM_12;El Malecón (Neiva)_PM_No patrón;Magdalena;El Malecón (Neiva);PM;6,28;53,27
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);IM;1;Meses Epoca Media;La Rampa (Barrancabermeja)_IM_1;La Rampa (Barrancabermeja)_IM_Meses Epoca Media;Magdalena;La Rampa (Barrancabermeja);IM;47,32;684,12
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);IM;2;Meses Epoca Media;La Rampa (Barrancabermeja)_IM_2;La Rampa (Barrancabermeja)_IM_Meses Epoca Media;Magdalena;La Rampa (Barrancabermeja);IM;47,32;684,12
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);IM;3;Meses Epoca Media;La Rampa (Barrancabermeja)_IM_3;La Rampa (Barrancabermeja)_IM_Meses Epoca Media;Magdalena;La Rampa (Barrancabermeja);IM;47,32;684,12
Magdalena;Tramo Medio;Barrancabermeja;10;La Rampa (Barrancabermeja);IM;4;Meses Epoca Baja;La Rampa (Barrancabermeja)_IM_4;La Rampa (Barrancabermeja)_IM_Meses Epoca Baja;Magdalena;La Rampa (Barrancabermeja);IM;41,06;925,36
