Cuenca o Litoral.x;Estrato menor;Estrato;No del sitio de desembarco;Sitio desembarco.x;Tipo de unidad.x;Mes;Epoca;Sitio_TU_Mes;Sitio_TU_Epoca;Cuenca o Litoral;Sitio desembarco.y;Tipo de unidad.y;Cuartil_inf;Cuartil_sup
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;7;Betania - Naya;UEP;5;Meses Epoca Alta;Betania - Naya_UEP_5;Betania - Naya_UEP_Meses Epoca Alta;Pacífico;Betania - Naya;UEP;3,5;172,25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;7;Betania - Naya;UEP;6;Meses Epoca Alta;Betania - Naya_UEP_6;Betania - Naya_UEP_Meses Epoca Alta;Pacífico;Betania - Naya;UEP;3,5;172,25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;7;Betania - Naya;UEP;7;Meses Epoca Alta;Betania - Naya_UEP_7;Betania - Naya_UEP_Meses Epoca Alta;Pacífico;Betania - Naya;UEP;3,5;172,25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;7;Betania - Naya;UEP;8;No patrón;Betania - Naya_UEP_8;Betania - Naya_UEP_No patrón;Pacífico;Betania - Naya;UEP;3;97,97
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;7;Betania - Naya;UEP;9;No patrón;Betania - Naya_UEP_9;Betania - Naya_UEP_No patrón;Pacífico;Betania - Naya;UEP;3;97,97
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;7;Betania - Naya;UEP;10;No patrón;Betania - Naya_UEP_10;Betania - Naya_UEP_No patrón;Pacífico;Betania - Naya;UEP;3;97,97
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;7;Betania - Naya;UEP;11;No patrón;Betania - Naya_UEP_11;Betania - Naya_UEP_No patrón;Pacífico;Betania - Naya;UEP;3;97,97
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;7;Betania - Naya;UEP;12;No patrón;Betania - Naya_UEP_12;Betania - Naya_UEP_No patrón;Pacífico;Betania - Naya;UEP;3;97,97
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;8;Chamuscado - Naya;UEP;1;Meses Epoca Alta;Chamuscado - Naya_UEP_1;Chamuscado - Naya_UEP_Meses Epoca Alta;Pacífico;Chamuscado - Naya;UEP;4;91
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;8;Chamuscado - Naya;UEP;2;Meses Epoca Alta;Chamuscado - Naya_UEP_2;Chamuscado - Naya_UEP_Meses Epoca Alta;Pacífico;Chamuscado - Naya;UEP;4;91
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;8;Chamuscado - Naya;UEP;3;Meses Epoca Alta;Chamuscado - Naya_UEP_3;Chamuscado - Naya_UEP_Meses Epoca Alta;Pacífico;Chamuscado - Naya;UEP;4;91
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;8;Chamuscado - Naya;UEP;4;Meses Epoca Alta;Chamuscado - Naya_UEP_4;Chamuscado - Naya_UEP_Meses Epoca Alta;Pacífico;Chamuscado - Naya;UEP;4;91
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;8;Chamuscado - Naya;UEP;5;Meses Epoca Media;Chamuscado - Naya_UEP_5;Chamuscado - Naya_UEP_Meses Epoca Media;Pacífico;Chamuscado - Naya;UEP;3;64,2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;8;Chamuscado - Naya;UEP;6;Meses Epoca Media;Chamuscado - Naya_UEP_6;Chamuscado - Naya_UEP_Meses Epoca Media;Pacífico;Chamuscado - Naya;UEP;3;64,2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;8;Chamuscado - Naya;UEP;7;Meses Epoca Media;Chamuscado - Naya_UEP_7;Chamuscado - Naya_UEP_Meses Epoca Media;Pacífico;Chamuscado - Naya;UEP;3;64,2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;8;Chamuscado - Naya;UEP;8;Meses Epoca Baja;Chamuscado - Naya_UEP_8;Chamuscado - Naya_UEP_Meses Epoca Baja;Pacífico;Chamuscado - Naya;UEP;3;60,2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;8;Chamuscado - Naya;UEP;9;Meses Epoca Baja;Chamuscado - Naya_UEP_9;Chamuscado - Naya_UEP_Meses Epoca Baja;Pacífico;Chamuscado - Naya;UEP;3;60,2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;8;Chamuscado - Naya;UEP;10;No patrón;Chamuscado - Naya_UEP_10;Chamuscado - Naya_UEP_No patrón;Pacífico;Chamuscado - Naya;UEP;3;49,3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;8;Chamuscado - Naya;UEP;11;No patrón;Chamuscado - Naya_UEP_11;Chamuscado - Naya_UEP_No patrón;Pacífico;Chamuscado - Naya;UEP;3;49,3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;8;Chamuscado - Naya;UEP;12;No patrón;Chamuscado - Naya_UEP_12;Chamuscado - Naya_UEP_No patrón;Pacífico;Chamuscado - Naya;UEP;3;49,3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;9;Santa Cruz - Naya;UEP;1;No patrón;Santa Cruz - Naya_UEP_1;Santa Cruz - Naya_UEP_No patrón;Pacífico;Santa Cruz - Naya;UEP;3,5;32,47
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;9;Santa Cruz - Naya;UEP;2;No patrón;Santa Cruz - Naya_UEP_2;Santa Cruz - Naya_UEP_No patrón;Pacífico;Santa Cruz - Naya;UEP;3,5;32,47
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;9;Santa Cruz - Naya;UEP;3;Meses Epoca Alta;Santa Cruz - Naya_UEP_3;Santa Cruz - Naya_UEP_Meses Epoca Alta;Pacífico;Santa Cruz - Naya;UEP;3,5;62,35
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;9;Santa Cruz - Naya;UEP;4;Meses Epoca Alta;Santa Cruz - Naya_UEP_4;Santa Cruz - Naya_UEP_Meses Epoca Alta;Pacífico;Santa Cruz - Naya;UEP;3,5;62,35
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;9;Santa Cruz - Naya;UEP;5;Meses Epoca Alta;Santa Cruz - Naya_UEP_5;Santa Cruz - Naya_UEP_Meses Epoca Alta;Pacífico;Santa Cruz - Naya;UEP;3,5;62,35
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;9;Santa Cruz - Naya;UEP;6;Meses Epoca Baja;Santa Cruz - Naya_UEP_6;Santa Cruz - Naya_UEP_Meses Epoca Baja;Pacífico;Santa Cruz - Naya;UEP;2,5;34,24
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;9;Santa Cruz - Naya;UEP;7;Meses Epoca Baja;Santa Cruz - Naya_UEP_7;Santa Cruz - Naya_UEP_Meses Epoca Baja;Pacífico;Santa Cruz - Naya;UEP;2,5;34,24
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;9;Santa Cruz - Naya;UEP;8;Meses Epoca Media;Santa Cruz - Naya_UEP_8;Santa Cruz - Naya_UEP_Meses Epoca Media;Pacífico;Santa Cruz - Naya;UEP;3,5;38,88
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;9;Santa Cruz - Naya;UEP;9;Meses Epoca Media;Santa Cruz - Naya_UEP_9;Santa Cruz - Naya_UEP_Meses Epoca Media;Pacífico;Santa Cruz - Naya;UEP;3,5;38,88
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;9;Santa Cruz - Naya;UEP;10;Meses Epoca Media;Santa Cruz - Naya_UEP_10;Santa Cruz - Naya_UEP_Meses Epoca Media;Pacífico;Santa Cruz - Naya;UEP;3,5;38,88
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;9;Santa Cruz - Naya;UEP;11;No patrón;Santa Cruz - Naya_UEP_11;Santa Cruz - Naya_UEP_No patrón;Pacífico;Santa Cruz - Naya;UEP;3,5;32,47
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;9;Santa Cruz - Naya;UEP;12;No patrón;Santa Cruz - Naya_UEP_12;Santa Cruz - Naya_UEP_No patrón;Pacífico;Santa Cruz - Naya;UEP;3,5;32,47
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;MA;1;Meses Epoca Media;Bazán La Bocana_MA_1;Bazán La Bocana_MA_Meses Epoca Media;Pacífico;Bazán La Bocana;MA;10,06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;MA;2;Meses Epoca Media;Bazán La Bocana_MA_2;Bazán La Bocana_MA_Meses Epoca Media;Pacífico;Bazán La Bocana;MA;10,06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;MA;3;Meses Epoca Media;Bazán La Bocana_MA_3;Bazán La Bocana_MA_Meses Epoca Media;Pacífico;Bazán La Bocana;MA;10,06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;MA;4;Meses Epoca Media;Bazán La Bocana_MA_4;Bazán La Bocana_MA_Meses Epoca Media;Pacífico;Bazán La Bocana;MA;10,06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;MA;5;Meses Epoca Media;Bazán La Bocana_MA_5;Bazán La Bocana_MA_Meses Epoca Media;Pacífico;Bazán La Bocana;MA;10,06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;MA;6;Meses Epoca Alta;Bazán La Bocana_MA_6;Bazán La Bocana_MA_Meses Epoca Alta;Pacífico;Bazán La Bocana;MA;25;313,25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;MA;7;Meses Epoca Alta;Bazán La Bocana_MA_7;Bazán La Bocana_MA_Meses Epoca Alta;Pacífico;Bazán La Bocana;MA;25;313,25
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;MA;8;Meses Epoca Media;Bazán La Bocana_MA_8;Bazán La Bocana_MA_Meses Epoca Media;Pacífico;Bazán La Bocana;MA;10,06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;MA;9;Meses Epoca Media;Bazán La Bocana_MA_9;Bazán La Bocana_MA_Meses Epoca Media;Pacífico;Bazán La Bocana;MA;10,06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;MA;10;Meses Epoca Media;Bazán La Bocana_MA_10;Bazán La Bocana_MA_Meses Epoca Media;Pacífico;Bazán La Bocana;MA;10,06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;MA;11;Meses Epoca Media;Bazán La Bocana_MA_11;Bazán La Bocana_MA_Meses Epoca Media;Pacífico;Bazán La Bocana;MA;10,06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;MA;12;Meses Epoca Media;Bazán La Bocana_MA_12;Bazán La Bocana_MA_Meses Epoca Media;Pacífico;Bazán La Bocana;MA;10,06;213
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;UEP;1;Meses Epoca Baja;Bazán La Bocana_UEP_1;Bazán La Bocana_UEP_Meses Epoca Baja;Pacífico;Bazán La Bocana;UEP;5;253,8
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;UEP;2;No patrón;Bazán La Bocana_UEP_2;Bazán La Bocana_UEP_No patrón;Pacífico;Bazán La Bocana;UEP;4;300,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;UEP;3;Meses Epoca Alta;Bazán La Bocana_UEP_3;Bazán La Bocana_UEP_Meses Epoca Alta;Pacífico;Bazán La Bocana;UEP;5,33;411,7
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;UEP;4;No patrón;Bazán La Bocana_UEP_4;Bazán La Bocana_UEP_No patrón;Pacífico;Bazán La Bocana;UEP;4;300,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;UEP;5;No patrón;Bazán La Bocana_UEP_5;Bazán La Bocana_UEP_No patrón;Pacífico;Bazán La Bocana;UEP;4;300,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;UEP;6;Meses Epoca Alta;Bazán La Bocana_UEP_6;Bazán La Bocana_UEP_Meses Epoca Alta;Pacífico;Bazán La Bocana;UEP;5,33;411,7
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;UEP;7;No patrón;Bazán La Bocana_UEP_7;Bazán La Bocana_UEP_No patrón;Pacífico;Bazán La Bocana;UEP;4;300,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;UEP;8;No patrón;Bazán La Bocana_UEP_8;Bazán La Bocana_UEP_No patrón;Pacífico;Bazán La Bocana;UEP;4;300,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;UEP;9;No patrón;Bazán La Bocana_UEP_9;Bazán La Bocana_UEP_No patrón;Pacífico;Bazán La Bocana;UEP;4;300,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;UEP;10;No patrón;Bazán La Bocana_UEP_10;Bazán La Bocana_UEP_No patrón;Pacífico;Bazán La Bocana;UEP;4;300,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;UEP;11;No patrón;Bazán La Bocana_UEP_11;Bazán La Bocana_UEP_No patrón;Pacífico;Bazán La Bocana;UEP;4;300,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;10;Bazán La Bocana;UEP;12;Meses Epoca Baja;Bazán La Bocana_UEP_12;Bazán La Bocana_UEP_Meses Epoca Baja;Pacífico;Bazán La Bocana;UEP;5;253,8
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);(en blanco);2;No patrón;Comercializadores independientes (Guapi)_(en blanco)_2;Comercializadores independientes (Guapi)_(en blanco)_No patrón;Pacífico;Comercializadores independientes (Guapi);(en blanco);224,9;1705,4
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);MA;1;No patrón;Comercializadores independientes (Guapi)_MA_1;Comercializadores independientes (Guapi)_MA_No patrón;Pacífico;Comercializadores independientes (Guapi);MA;27,13;159,06
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);MA;2;Meses Epoca Alta;Comercializadores independientes (Guapi)_MA_2;Comercializadores independientes (Guapi)_MA_Meses Epoca Alta;Pacífico;Comercializadores independientes (Guapi);MA;20;560,2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);MA;3;Meses Epoca Alta;Comercializadores independientes (Guapi)_MA_3;Comercializadores independientes (Guapi)_MA_Meses Epoca Alta;Pacífico;Comercializadores independientes (Guapi);MA;20;560,2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);MA;4;Meses Epoca Alta;Comercializadores independientes (Guapi)_MA_4;Comercializadores independientes (Guapi)_MA_Meses Epoca Alta;Pacífico;Comercializadores independientes (Guapi);MA;20;560,2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);MA;5;Meses Epoca Alta;Comercializadores independientes (Guapi)_MA_5;Comercializadores independientes (Guapi)_MA_Meses Epoca Alta;Pacífico;Comercializadores independientes (Guapi);MA;20;560,2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);MA;6;Meses Epoca Media;Comercializadores independientes (Guapi)_MA_6;Comercializadores independientes (Guapi)_MA_Meses Epoca Media;Pacífico;Comercializadores independientes (Guapi);MA;12,65;256,75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);MA;7;Meses Epoca Media;Comercializadores independientes (Guapi)_MA_7;Comercializadores independientes (Guapi)_MA_Meses Epoca Media;Pacífico;Comercializadores independientes (Guapi);MA;12,65;256,75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);MA;8;Meses Epoca Media;Comercializadores independientes (Guapi)_MA_8;Comercializadores independientes (Guapi)_MA_Meses Epoca Media;Pacífico;Comercializadores independientes (Guapi);MA;12,65;256,75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);MA;9;Meses Epoca Media;Comercializadores independientes (Guapi)_MA_9;Comercializadores independientes (Guapi)_MA_Meses Epoca Media;Pacífico;Comercializadores independientes (Guapi);MA;12,65;256,75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);MA;10;Meses Epoca Media;Comercializadores independientes (Guapi)_MA_10;Comercializadores independientes (Guapi)_MA_Meses Epoca Media;Pacífico;Comercializadores independientes (Guapi);MA;12,65;256,75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);MA;11;Meses Epoca Media;Comercializadores independientes (Guapi)_MA_11;Comercializadores independientes (Guapi)_MA_Meses Epoca Media;Pacífico;Comercializadores independientes (Guapi);MA;12,65;256,75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);MA;12;Meses Epoca Media;Comercializadores independientes (Guapi)_MA_12;Comercializadores independientes (Guapi)_MA_Meses Epoca Media;Pacífico;Comercializadores independientes (Guapi);MA;12,65;256,75
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;11;Comercializadores independientes (Guapi);PM;3;No patrón;Comercializadores independientes (Guapi)_PM_3;Comercializadores independientes (Guapi)_PM_No patrón;Pacífico;Comercializadores independientes (Guapi);PM;42,38;60,02
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);(en blanco);4;No patrón;Galería (Guapi)_(en blanco)_4;Galería (Guapi)_(en blanco)_No patrón;Pacífico;Galería (Guapi);(en blanco);20;20
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);PM;1;Meses Epoca Alta;Galería (Guapi)_PM_1;Galería (Guapi)_PM_Meses Epoca Alta;Pacífico;Galería (Guapi);PM;13,8;137,4
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);PM;2;Meses Epoca Media;Galería (Guapi)_PM_2;Galería (Guapi)_PM_Meses Epoca Media;Pacífico;Galería (Guapi);PM;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);PM;3;Meses Epoca Media;Galería (Guapi)_PM_3;Galería (Guapi)_PM_Meses Epoca Media;Pacífico;Galería (Guapi);PM;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);PM;4;Meses Epoca Media;Galería (Guapi)_PM_4;Galería (Guapi)_PM_Meses Epoca Media;Pacífico;Galería (Guapi);PM;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);PM;5;Meses Epoca Media;Galería (Guapi)_PM_5;Galería (Guapi)_PM_Meses Epoca Media;Pacífico;Galería (Guapi);PM;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);PM;6;Meses Epoca Media;Galería (Guapi)_PM_6;Galería (Guapi)_PM_Meses Epoca Media;Pacífico;Galería (Guapi);PM;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);PM;7;Meses Epoca Media;Galería (Guapi)_PM_7;Galería (Guapi)_PM_Meses Epoca Media;Pacífico;Galería (Guapi);PM;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);PM;8;Meses Epoca Media;Galería (Guapi)_PM_8;Galería (Guapi)_PM_Meses Epoca Media;Pacífico;Galería (Guapi);PM;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);PM;9;Meses Epoca Media;Galería (Guapi)_PM_9;Galería (Guapi)_PM_Meses Epoca Media;Pacífico;Galería (Guapi);PM;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);PM;10;Meses Epoca Media;Galería (Guapi)_PM_10;Galería (Guapi)_PM_Meses Epoca Media;Pacífico;Galería (Guapi);PM;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);PM;11;Meses Epoca Media;Galería (Guapi)_PM_11;Galería (Guapi)_PM_Meses Epoca Media;Pacífico;Galería (Guapi);PM;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;12;Galería (Guapi);PM;12;Meses Epoca Media;Galería (Guapi)_PM_12;Galería (Guapi)_PM_Meses Epoca Media;Pacífico;Galería (Guapi);PM;10;105
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;13;Limones;MA;1;Meses Epoca Media;Limones_MA_1;Limones_MA_Meses Epoca Media;Pacífico;Limones;MA;11,9;307,3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;13;Limones;MA;2;Meses Epoca Media;Limones_MA_2;Limones_MA_Meses Epoca Media;Pacífico;Limones;MA;11,9;307,3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;13;Limones;MA;3;Meses Epoca Media;Limones_MA_3;Limones_MA_Meses Epoca Media;Pacífico;Limones;MA;11,9;307,3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;13;Limones;MA;4;Meses Epoca Media;Limones_MA_4;Limones_MA_Meses Epoca Media;Pacífico;Limones;MA;11,9;307,3
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;13;Limones;MA;5;Meses Epoca Alta;Limones_MA_5;Limones_MA_Meses Epoca Alta;Pacífico;Limones;MA;22;348
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;13;Limones;MA;6;Meses Epoca Alta;Limones_MA_6;Limones_MA_Meses Epoca Alta;Pacífico;Limones;MA;22;348
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;13;Limones;MA;7;Meses Epoca Alta;Limones_MA_7;Limones_MA_Meses Epoca Alta;Pacífico;Limones;MA;22;348
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;13;Limones;MA;8;Meses Epoca Baja;Limones_MA_8;Limones_MA_Meses Epoca Baja;Pacífico;Limones;MA;8,1;180
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;13;Limones;MA;9;Meses Epoca Baja;Limones_MA_9;Limones_MA_Meses Epoca Baja;Pacífico;Limones;MA;8,1;180
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;13;Limones;MA;10;No patrón;Limones_MA_10;Limones_MA_No patrón;Pacífico;Limones;MA;10;331,6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;13;Limones;MA;11;No patrón;Limones_MA_11;Limones_MA_No patrón;Pacífico;Limones;MA;10;331,6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;13;Limones;MA;12;No patrón;Limones_MA_12;Limones_MA_No patrón;Pacífico;Limones;MA;10;331,6
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;MA;1;Meses Epoca Media;Quiroga_MA_1;Quiroga_MA_Meses Epoca Media;Pacífico;Quiroga;MA;20;365,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;MA;2;Meses Epoca Media;Quiroga_MA_2;Quiroga_MA_Meses Epoca Media;Pacífico;Quiroga;MA;20;365,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;MA;3;Meses Epoca Media;Quiroga_MA_3;Quiroga_MA_Meses Epoca Media;Pacífico;Quiroga;MA;20;365,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;MA;4;Meses Epoca Media;Quiroga_MA_4;Quiroga_MA_Meses Epoca Media;Pacífico;Quiroga;MA;20;365,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;MA;5;Meses Epoca Media;Quiroga_MA_5;Quiroga_MA_Meses Epoca Media;Pacífico;Quiroga;MA;20;365,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;MA;6;Meses Epoca Media;Quiroga_MA_6;Quiroga_MA_Meses Epoca Media;Pacífico;Quiroga;MA;20;365,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;MA;7;Meses Epoca Media;Quiroga_MA_7;Quiroga_MA_Meses Epoca Media;Pacífico;Quiroga;MA;20;365,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;MA;8;Meses Epoca Baja;Quiroga_MA_8;Quiroga_MA_Meses Epoca Baja;Pacífico;Quiroga;MA;10,4;163,2
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;MA;9;Meses Epoca Media;Quiroga_MA_9;Quiroga_MA_Meses Epoca Media;Pacífico;Quiroga;MA;20;365,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;MA;10;Meses Epoca Media;Quiroga_MA_10;Quiroga_MA_Meses Epoca Media;Pacífico;Quiroga;MA;20;365,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;MA;11;Meses Epoca Media;Quiroga_MA_11;Quiroga_MA_Meses Epoca Media;Pacífico;Quiroga;MA;20;365,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;MA;12;Meses Epoca Media;Quiroga_MA_12;Quiroga_MA_Meses Epoca Media;Pacífico;Quiroga;MA;20;365,5
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;14;Quiroga;PM;4;No patrón;Quiroga_PM_4;Quiroga_PM_No patrón;Pacífico;Quiroga;PM;21,35;117,65
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;15;Chacón;IM;3;No patrón;Chacón_IM_3;Chacón_IM_No patrón;Pacífico;Chacón;IM;134,85;168,15
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;15;Chacón;MA;1;Meses Epoca Media;Chacón_MA_1;Chacón_MA_Meses Epoca Media;Pacífico;Chacón;MA;112;417,66
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;15;Chacón;MA;2;Meses Epoca Baja;Chacón_MA_2;Chacón_MA_Meses Epoca Baja;Pacífico;Chacón;MA;49,2;253,1
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;15;Chacón;MA;3;No patrón;Chacón_MA_3;Chacón_MA_No patrón;Pacífico;Chacón;MA;80,93;437,55
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;15;Chacón;MA;4;Meses Epoca Media;Chacón_MA_4;Chacón_MA_Meses Epoca Media;Pacífico;Chacón;MA;112;417,66
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;15;Chacón;MA;5;Meses Epoca Alta;Chacón_MA_5;Chacón_MA_Meses Epoca Alta;Pacífico;Chacón;MA;114,85;570,03
Pacífico;Pacífico Sur;Bahía Málaga-Pasacaballos;15;Chacón;MA;6;Meses Epoca Alta;Chacón_MA_6;Chacón_MA_Meses Epoca Alta;Pacífico;Chacón;MA;114,85;570,03
